SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Tags	Ontology
FSQ_F	Food Security				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_F_R	Food Security - Pregnant Women				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_G	Food Security				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_G_R	Food Security - Pregnant Women				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_H	Food Security				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_H_R	Food Security - Pregnant Women				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_I	Food Security				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_I_R	Food Security - Pregnant Women				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_J	Food Security				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
FSQ_J_R	Food Security - Pregnant Women				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
GEO_2000	Geocoded Data, NHANES 1999-2016, Census 2000				0.0	unmapped	FOODON
GEO_2010	Geocoded Data, NHANES 1999-2018, Census 2010				0.0	unmapped	FOODON
GHB_D	Glycohemoglobin				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
GHB_E	Glycohemoglobin				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
GHB_F	Glycohemoglobin				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
GHB_G	Glycohemoglobin				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
GHB_H	Glycohemoglobin				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
GHB_I	Glycohemoglobin				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
GHB_J	Glycohemoglobin				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
GLU_D	Plasma Fasting Glucose & Insulin				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
GLU_E	Plasma Fasting Glucose & Insulin				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
GLU_F	Plasma Fasting Glucose & Insulin				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
GLU_G	Plasma Fasting Glucose & Insulin				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
GLU_H	Plasma Fasting Glucose				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
GLU_I	Plasma Fasting Glucose				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
GLU_J	Plasma Fasting Glucose				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HCAA_H	Heterocyclic Aromatic Amines - Urine				0.0	unmapped	FOODON
HCAAS_H	Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample				0.0	unmapped	FOODON
HCQ_B	Hepatitis C Follow Up				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HCQ_C	Hepatitis C Follow Up				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HCQ_D	Hepatitis C Follow Up				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HCQ_E	Hepatitis C Follow Up				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HCQ_F	Hepatitis C Follow Up				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HCQ_G	Hepatitis C Follow Up				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HCY_D	Homocysteine				0.0	unmapped	FOODON
HDL_D	Cholesterol - HDL				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HDL_E	Cholesterol - HDL				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HDL_F	Cholesterol - HDL				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HDL_G	Cholesterol - HDL				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HDL_H	Cholesterol - HDL				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HDL_I	Cholesterol - High-Density Lipoprotein (HDL)				0.0	unmapped	FOODON
HDL_J	Cholesterol - High - Density Lipoprotein (HDL)				0.0	unmapped,unmapped	FOODON
HEPA_D	Hepatitis A Antibody				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HEPA_E	Hepatitis A Antibody				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HEPA_F	Hepatitis A Antibody				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HEPA_G	Hepatitis A Antibody				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HEPA_H	Hepatitis A				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPA_I	Hepatitis A				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPA_J	Hepatitis A				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPB_S_D	Hepatitis B Surface Antibody				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HEPB_S_E	Hepatitis B Surface Antibody				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HEPB_S_F	Hepatitis B Surface Antibody				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HEPB_S_G	Hepatitis B Surface Antibody				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HEPB_S_H	Hepatitis B: Surface Antibody				0.0	unmapped,unmapped,unmapped	FOODON
HEPB_S_I	Hepatitis B: Surface Antibody				0.0	unmapped,unmapped,unmapped	FOODON
HEPB_S_J	Hepatitis B: Surface Antibody				0.0	unmapped,unmapped,unmapped	FOODON
HEPBD_D	Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPBD_E	Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPBD_F	Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPBD_G	Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPBD_H	Hepatitis B: core antibody, surface antigen, and Hepatitis D antibody				0.0	unmapped	FOODON
HEPBD_I	Hepatitis B: Core antibody, Surface antigen, and Hepatitis D antibody				0.0	unmapped,unmapped,unmapped	FOODON
HEPBD_J	Hepatitis B: Core antibody, Surface antigen, and Hepatitis D antibody				0.0	unmapped,unmapped,unmapped	FOODON
HEPC_D	Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPC_E	Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPC_F	Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPC_G	Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPC_H	Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype				0.0	unmapped,unmapped	FOODON
HEPC_I	Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype				0.0	unmapped,unmapped	FOODON
HEPC_I_R	Hepatitis C: Confirmed Antibody (INNO-LIA) - 2016				0.0	unmapped	FOODON
HEPC_J	Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype				0.0	unmapped,unmapped	FOODON
HEPE_F	Hepatitis E : IgG & IgM Antibodies				0.0	unmapped,unmapped	FOODON
HEPE_G	Hepatitis E : IgG & IgM Antibodies				0.0	unmapped,unmapped	FOODON
HEPE_H	Hepatitis E: IgG & IgM Antibodies				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPE_I	Hepatitis E: IgG & IgM Antibodies				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEPE_J	Hepatitis E: IgG & IgM Antibodies				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEQ_H	Hepatitis				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEQ_I	Hepatitis				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HEQ_J	Hepatitis				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HIQ	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_B	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_C	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_D	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_E	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_F	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_G	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_H	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_I	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIQ_J	Health Insurance				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIV_D	HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HIV_E	HIV Antibody Test				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIV_F	HIV Antibody Test				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIV_G	HIV Antibody Test				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIV_H	HIV Antibody Test				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIV_I	HIV Antibody Test				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HIV_J	HIV Antibody Test				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_B	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_C	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_D	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_E	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_F	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_G	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_H	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_I	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HOQ_J	Housing Characteristics				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HP_01_R	Helicobacter pylori (HP1)				0.0	unmapped	FOODON
HP2_01_R	Helicobacter pylori (HP1), Second Exam				0.0	unmapped	FOODON
HPVC_I_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk - Youth				0.0	unmapped,unmapped	FOODON
HPVC_J_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk - Youth				0.0	unmapped,unmapped	FOODON
HPVM_D_R	Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody - Serum - Youth				0.0	unmapped	FOODON
HPVN_D_R	Human Papillomavirus (HPV) - 6, 11, 16, 18, 31, 33, 45, 52, & 58 Antibody - Serum: M9ELISA				0.0	unmapped	FOODON
HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array				0.0	unmapped	FOODON
HPVP_H_R	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array (Youth)				0.0	unmapped	FOODON
HPVP_I	Human Papillomavirus (HPV) DNA - Penile Swabs: Roche Linear Array				0.0	unmapped	FOODON
HPVP_I_R	Human Papillomavirus (HPV) DNA - Penile Swabs: Roche Linear Array - Youth				0.0	unmapped	FOODON
HPVS_D_R	Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum - Youth				0.0	unmapped,unmapped,unmapped	FOODON
HPVS_F_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array - Youth				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HPVS_G_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array - Youth				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HPVS_H_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas & Roche Linear Array - Youth				0.0	unmapped	FOODON
HPVS_I_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array - Youth				0.0	unmapped,unmapped,unmapped	FOODON
HPVS_J_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array - Youth				0.0	unmapped,unmapped,unmapped	FOODON
HPVSER_D	Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA				0.0	unmapped,unmapped	FOODON
HPVSER_E	Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA				0.0	unmapped,unmapped	FOODON
HPVSER_F	Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum				0.0	unmapped	FOODON
HPVSRM_D	Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA				0.0	unmapped	FOODON
HPVSWC_I	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk				0.0	unmapped	FOODON
HPVSWR_D	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HPVSWR_E	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HPVSWR_F	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HPVSWR_G	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
HPVSWR_H	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas & Roche Linear Array				0.0	unmapped	FOODON
HPVSWR_I	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array				0.0	unmapped,unmapped	FOODON
HPVW_J_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array - Adults				0.0	unmapped	FOODON
HPWC_J_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk - Adults				0.0	unmapped	FOODON
HSCRP_I	High-Sensitivity C-Reactive Protein (hs-CRP)				0.0	unmapped	FOODON
HSCRP_J	High-Sensitivity C-Reactive Protein				0.0	unmapped,unmapped	FOODON
HSQ	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_B	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_C	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_D	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_E	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_F	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_G	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_H	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_I	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSQ_J	Current Health Status				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_D	Herpes Simplex Virus Type-1 & Type-2				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_DR	Herpes Simplex Virus Type-2 - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_E	Herpes Simplex Virus Type-1 & Type-2				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_E_R	Herpes Simplex Virus Type-2 - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_F	Herpes Simplex Virus Type-1 & Type-2				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_F_R	Herpes Simplex Virus Type-2 - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_G	Herpes Simplex Virus Type-1 & Type-2				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_G_R	Herpes Simplex Virus Type-2 - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_H	Herpes Simplex Virus Type-1 & Type-2				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_H_R	Herpes Simplex Virus Type-2 - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_I	Herpes Simplex Virus Type-1 & Type-2				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSV_I_R	Herpes Simplex Virus Type-1 and Type-2 - Youth				0.0	unmapped,unmapped	FOODON
HSV_J_R	Herpes Simplex Virus Type-2 - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HSVA_J_R	Herpes Simplex Virus Type-1 and Type-2				0.0	unmapped,unmapped	FOODON
HUKM_H_R	Kidney Markers - Home Urine Collection				0.0	unmapped	FOODON
HULT_H_R	Electrolytes - Home Urine Collection				0.0	unmapped	FOODON
HUQ	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_B	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_C	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_D	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_E	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_F	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_G	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_H	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_I	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
HUQ_J	Hospital Utilization & Access to Care				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IFII_K_R	Infant Formula Database – Ingredient Information				0.0	unmapped	FOODON
IFLD_K_R	Infant Formula Database – Label Descriptor				0.0	unmapped	FOODON
IHG_D	Mercury: Inorganic - Blood				0.0	unmapped,unmapped,unmapped	FOODON
IHG_E	Mercury: Inorganic - Blood				0.0	unmapped,unmapped,unmapped	FOODON
IHG_F	Mercury: Inorganic - Blood				0.0	unmapped,unmapped,unmapped	FOODON
IHGEM_G	Mercury: Inorganic, Ethyl and Methyl - Blood				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
IHGEM_H	Mercury: Inorganic, Ethyl and Methyl - Blood				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
IHGEM_J	Mercury: Inorganic, Ethyl and Methyl - Blood				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
IMQ	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_B	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_C	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_D	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_E	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_F	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_G	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_H	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_I	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
IMQ_J	Immunization				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
INQ_E	Income				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
INQ_F	Income				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
INQ_G	Income				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
INQ_H	Income				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
INQ_I	Income				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
INQ_J	Income				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
INS_H	Insulin				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
INS_I	Insulin				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
INS_J	Insulin				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
IODS_K_R	Iodine - Salt				0.0	unmapped	FOODON
KIQ_P_B	Prostate Conditions				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
KIQ_P_C	Prostate Conditions				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
KIQ_P_D	Prostate Conditions				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
KIQ_P_E	Prostate Conditions				0.0	unmapped,unmapped,unmapped,unmapped	FOODON
KIQ_U_B	Kidney Conditions - Urology				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
KIQ_U_C	Kidney Conditions - Urology				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
KIQ_U_D	Kidney Conditions - Urology				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
KIQ_U_E	Kidney Conditions - Urology				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	FOODON
