Variable	Table	SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Ontology
SMQ664M	SMQ_E	SMQ664M-SMQ_E	Menthol or non-menthol Marlboro	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.733	NCIT
SMQ664M	SMQ_F	SMQ664M-SMQ_F	Menthol or non-menthol Marlboro	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.733	NCIT
SMQ664M	SMQ_G	SMQ664M-SMQ_G	Menthol or non-menthol Marlboro	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.733	NCIT
SMQ664M	SMQMEC	SMQ664M-SMQMEC	Menthol or non-menthol Marlboro	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.733	NCIT
SMQ664M	SMQMEC_B	SMQ664M-SMQMEC_B	Menthol or non-menthol Marlboro	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.733	NCIT
SMQ664M	SMQMEC_C	SMQ664M-SMQMEC_C	Menthol or non-menthol Marlboro	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.733	NCIT
SMQ664O	SMQ_D	SMQ664O-SMQ_D	Menthol or non-menthol other brand	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.833	NCIT
SMQ664O	SMQ_E	SMQ664O-SMQ_E	Menthol or non-menthol other brand	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.833	NCIT
SMQ664O	SMQ_F	SMQ664O-SMQ_F	Menthol or non-menthol other brand	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.833	NCIT
SMQ664O	SMQ_G	SMQ664O-SMQ_G	Menthol or non-menthol other brand	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.833	NCIT
SMQ664O	SMQMEC	SMQ664O-SMQMEC	Menthol or non-menthol other brand	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.833	NCIT
SMQ664O	SMQMEC_B	SMQ664O-SMQMEC_B	Menthol or non-menthol other brand	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.833	NCIT
SMQ664O	SMQMEC_C	SMQ664O-SMQMEC_C	Menthol or non-menthol other brand	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.833	NCIT
SMQ664W	SMQ_D	SMQ664W-SMQ_D	Menthol or non-menthol Winston	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.77	NCIT
SMQ664W	SMQ_E	SMQ664W-SMQ_E	Menthol or non-menthol Winston	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.77	NCIT
SMQ664W	SMQ_F	SMQ664W-SMQ_F	Menthol or non-menthol Winston	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.77	NCIT
SMQ664W	SMQ_G	SMQ664W-SMQ_G	Menthol or non-menthol Winston	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.77	NCIT
SMQ664W	SMQMEC	SMQ664W-SMQMEC	Menthol or non-menthol Winston	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.77	NCIT
SMQ664W	SMQMEC_B	SMQ664W-SMQMEC_B	Menthol or non-menthol Winston	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.77	NCIT
SMQ664W	SMQMEC_C	SMQ664W-SMQMEC_C	Menthol or non-menthol Winston	Menthol	NCIT:C80301	http://purl.obolibrary.org/obo/NCIT_C80301	0.77	NCIT
SMQ665A	SMQ_H	SMQ665A-SMQ_H	Marlboro variety	Marlboro County, SC	NCIT:C110038	http://purl.obolibrary.org/obo/NCIT_C110038	0.734	NCIT
SMQ665A	SMQ_I	SMQ665A-SMQ_I	Marlboro variety	Marlboro County, SC	NCIT:C110038	http://purl.obolibrary.org/obo/NCIT_C110038	0.734	NCIT
SMQ665A	SMQ_J	SMQ665A-SMQ_J	Marlboro variety	Marlboro County, SC	NCIT:C110038	http://purl.obolibrary.org/obo/NCIT_C110038	0.734	NCIT
SMQ665B	SMQ_H	SMQ665B-SMQ_H	Camel variety	Assortment	NCIT:C69085	http://purl.obolibrary.org/obo/NCIT_C69085	0.71	NCIT
SMQ665B	SMQ_I	SMQ665B-SMQ_I	Camel variety	Assortment	NCIT:C69085	http://purl.obolibrary.org/obo/NCIT_C69085	0.71	NCIT
SMQ665B	SMQ_J	SMQ665B-SMQ_J	Camel variety	Assortment	NCIT:C69085	http://purl.obolibrary.org/obo/NCIT_C69085	0.71	NCIT
SMQ665C	SMQ_H	SMQ665C-SMQ_H	Newport variety	Newport County, RI	NCIT:C110001	http://purl.obolibrary.org/obo/NCIT_C110001	0.728	NCIT
SMQ665C	SMQ_I	SMQ665C-SMQ_I	Newport variety	Newport County, RI	NCIT:C110001	http://purl.obolibrary.org/obo/NCIT_C110001	0.728	NCIT
SMQ665C	SMQ_J	SMQ665C-SMQ_J	Newport variety	Newport County, RI	NCIT:C110001	http://purl.obolibrary.org/obo/NCIT_C110001	0.728	NCIT
SMQ665D	SMQ_H	SMQ665D-SMQ_H	Other brand	Proprietary Name	NCIT:C71898	http://purl.obolibrary.org/obo/NCIT_C71898	0.991	NCIT
SMQ665D	SMQ_I	SMQ665D-SMQ_I	Other brand	Proprietary Name	NCIT:C71898	http://purl.obolibrary.org/obo/NCIT_C71898	0.991	NCIT
SMQ665D	SMQ_J	SMQ665D-SMQ_J	Other brand	Proprietary Name	NCIT:C71898	http://purl.obolibrary.org/obo/NCIT_C71898	0.991	NCIT
SMQ681	P_SMQRTU	SMQ681-P_SMQRTU	Smoked tobacco last 5 days	Tobacco Smoke	NCIT:C829	http://purl.obolibrary.org/obo/NCIT_C829	0.795	NCIT
SMQ681	SMQRTU_H	SMQ681-SMQRTU_H	Smoked tobacco last 5 days	Tobacco Smoke	NCIT:C829	http://purl.obolibrary.org/obo/NCIT_C829	0.795	NCIT
SMQ681	SMQRTU_I	SMQ681-SMQRTU_I	Smoked tobacco last 5 days	Tobacco Smoke	NCIT:C829	http://purl.obolibrary.org/obo/NCIT_C829	0.795	NCIT
SMQ681	SMQRTU_J	SMQ681-SMQRTU_J	Smoked tobacco last 5 days	Tobacco Smoke	NCIT:C829	http://purl.obolibrary.org/obo/NCIT_C829	0.795	NCIT
SMQ690A	P_SMQRTU	SMQ690A-P_SMQRTU	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQMEC_B	SMQ690A-SMQMEC_B	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQMEC_C	SMQ690A-SMQMEC_C	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQRTU_D	SMQ690A-SMQRTU_D	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQRTU_E	SMQ690A-SMQRTU_E	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQRTU_F	SMQ690A-SMQRTU_F	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQRTU_G	SMQ690A-SMQRTU_G	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQRTU_H	SMQ690A-SMQRTU_H	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQRTU_I	SMQ690A-SMQRTU_I	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690A	SMQRTU_J	SMQ690A-SMQRTU_J	last 5 days - Cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.766	NCIT
SMQ690D	P_SMQRTU	SMQ690D-P_SMQRTU	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQMEC_B	SMQ690D-SMQMEC_B	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQMEC_C	SMQ690D-SMQMEC_C	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQRTU_D	SMQ690D-SMQRTU_D	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQRTU_E	SMQ690D-SMQRTU_E	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQRTU_F	SMQ690D-SMQRTU_F	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQRTU_G	SMQ690D-SMQRTU_G	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQRTU_H	SMQ690D-SMQRTU_H	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQRTU_I	SMQ690D-SMQRTU_I	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690D	SMQRTU_J	SMQ690D-SMQRTU_J	last 5 days - Chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.88	NCIT
SMQ690E	P_SMQRTU	SMQ690E-P_SMQRTU	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQMEC	SMQ690E-SMQMEC	last 5 days - snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQMEC_B	SMQ690E-SMQMEC_B	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQMEC_C	SMQ690E-SMQMEC_C	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQRTU_D	SMQ690E-SMQRTU_D	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQRTU_E	SMQ690E-SMQRTU_E	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQRTU_F	SMQ690E-SMQRTU_F	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQRTU_G	SMQ690E-SMQRTU_G	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQRTU_H	SMQ690E-SMQRTU_H	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQRTU_I	SMQ690E-SMQRTU_I	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690E	SMQRTU_J	SMQ690E-SMQRTU_J	last 5 days - Snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.799	NCIT
SMQ690H	P_SMQRTU	SMQ690H-P_SMQRTU	last 5 days - E-cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.726	NCIT
SMQ690H	SMQRTU_H	SMQ690H-SMQRTU_H	last 5 days - E-cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.726	NCIT
SMQ690H	SMQRTU_I	SMQ690H-SMQRTU_I	last 5 days - E-cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.726	NCIT
SMQ690H	SMQRTU_J	SMQ690H-SMQRTU_J	last 5 days - E-cigarettes	Average Number Cigarettes Smoked a Day	NCIT:C127064	http://purl.obolibrary.org/obo/NCIT_C127064	0.726	NCIT
SMQ690I	SMQRTU_H	SMQ690I-SMQRTU_H	last 5 days - Snus	Snus	NCIT:C127052	http://purl.obolibrary.org/obo/NCIT_C127052	0.735	NCIT
SMQ690I	SMQRTU_I	SMQ690I-SMQRTU_I	last 5 days - Snus	Snus	NCIT:C127052	http://purl.obolibrary.org/obo/NCIT_C127052	0.735	NCIT
SMQ710	P_SMQRTU	SMQ710-P_SMQRTU	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQMEC_B	SMQ710-SMQMEC_B	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQMEC_C	SMQ710-SMQMEC_C	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQRTU_D	SMQ710-SMQRTU_D	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQRTU_E	SMQ710-SMQRTU_E	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQRTU_F	SMQ710-SMQRTU_F	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQRTU_G	SMQ710-SMQRTU_G	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQRTU_H	SMQ710-SMQRTU_H	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQRTU_I	SMQ710-SMQRTU_I	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ710	SMQRTU_J	SMQ710-SMQRTU_J	# days smoked cigarettes last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.834	NCIT
SMQ720	P_SMQRTU	SMQ720-P_SMQRTU	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQMEC_B	SMQ720-SMQMEC_B	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQMEC_C	SMQ720-SMQMEC_C	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQRTU_D	SMQ720-SMQRTU_D	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQRTU_E	SMQ720-SMQRTU_E	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQRTU_F	SMQ720-SMQRTU_F	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQRTU_G	SMQ720-SMQRTU_G	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQRTU_H	SMQ720-SMQRTU_H	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQRTU_I	SMQ720-SMQRTU_I	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ720	SMQRTU_J	SMQ720-SMQRTU_J	# cigarettes smoked per day	Smoked Cigarettes	NCIT:C172730	http://purl.obolibrary.org/obo/NCIT_C172730	0.905	NCIT
SMQ725	SMQMEC	SMQ725-SMQMEC	smoke last cigarette?	Cigarette Smoker	NCIT:C17949	http://purl.obolibrary.org/obo/NCIT_C17949	0.851	NCIT
SMQ725	SMQMEC_B	SMQ725-SMQMEC_B	smoke last cigarette?	Cigarette Smoker	NCIT:C17949	http://purl.obolibrary.org/obo/NCIT_C17949	0.851	NCIT
SMQ725	SMQMEC_C	SMQ725-SMQMEC_C	smoke last cigarette?	Cigarette Smoker	NCIT:C17949	http://purl.obolibrary.org/obo/NCIT_C17949	0.851	NCIT
SMQ755	SMQMEC	SMQ755-SMQMEC	smoke last pipe?	Tobacco Pipe Smoke Exposure	NCIT:C164099	http://purl.obolibrary.org/obo/NCIT_C164099	0.707	NCIT
SMQ755	SMQMEC_B	SMQ755-SMQMEC_B	smoke last pipe?	Tobacco Pipe Smoke Exposure	NCIT:C164099	http://purl.obolibrary.org/obo/NCIT_C164099	0.707	NCIT
SMQ755	SMQMEC_C	SMQ755-SMQMEC_C	smoke last pipe?	Tobacco Pipe Smoke Exposure	NCIT:C164099	http://purl.obolibrary.org/obo/NCIT_C164099	0.707	NCIT
SMQ770	P_SMQRTU	SMQ770-P_SMQRTU	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQMEC_B	SMQ770-SMQMEC_B	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQMEC_C	SMQ770-SMQMEC_C	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQRTU_D	SMQ770-SMQRTU_D	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQRTU_E	SMQ770-SMQRTU_E	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQRTU_F	SMQ770-SMQRTU_F	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQRTU_G	SMQ770-SMQRTU_G	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQRTU_H	SMQ770-SMQRTU_H	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQRTU_I	SMQ770-SMQRTU_I	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ770	SMQRTU_J	SMQ770-SMQRTU_J	# days smoked cigars over last 5 days	Number of Days Smoked Cigarettes Past 30 Days	NCIT:C127087	http://purl.obolibrary.org/obo/NCIT_C127087	0.704	NCIT
SMQ785	SMQMEC	SMQ785-SMQMEC	smoke last cigar?	Cigar Smoke Exposure	NCIT:C164097	http://purl.obolibrary.org/obo/NCIT_C164097	0.723	NCIT
SMQ785	SMQMEC_B	SMQ785-SMQMEC_B	smoke last cigar?	Cigar Smoke Exposure	NCIT:C164097	http://purl.obolibrary.org/obo/NCIT_C164097	0.723	NCIT
SMQ785	SMQMEC_C	SMQ785-SMQMEC_C	smoke last cigar?	Cigar Smoke Exposure	NCIT:C164097	http://purl.obolibrary.org/obo/NCIT_C164097	0.723	NCIT
SMQ800	P_SMQRTU	SMQ800-P_SMQRTU	# days used chewing tobacco last 5 day	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.791	NCIT
SMQ800	SMQRTU_H	SMQ800-SMQRTU_H	# days used chewing tobacco last 5 day	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.791	NCIT
SMQ800	SMQRTU_I	SMQ800-SMQRTU_I	# days used chewing tobacco last 5 day	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.791	NCIT
SMQ800	SMQRTU_J	SMQ800-SMQRTU_J	# days used chewing tobacco last 5 day	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.791	NCIT
SMQ800	SMQMEC_B	SMQ800-SMQMEC_B	# days used chewing tobacco -last 5 days	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.749	NCIT
SMQ800	SMQMEC_C	SMQ800-SMQMEC_C	#days used chewing tobacco -last 5 days	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.749	NCIT
SMQ800	SMQRTU_D	SMQ800-SMQRTU_D	#days used chewing tobacco -last 5 days	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.749	NCIT
SMQ800	SMQRTU_E	SMQ800-SMQRTU_E	#days used chewing tobacco -last 5 days	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.749	NCIT
SMQ800	SMQRTU_F	SMQ800-SMQRTU_F	#days used chewing tobacco -last 5 days	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.749	NCIT
SMQ800	SMQRTU_G	SMQ800-SMQRTU_G	#days used chewing tobacco -last 5 days	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.749	NCIT
SMQ815	SMQMEC	SMQ815-SMQMEC	last use chewing tobacco?	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.9	NCIT
SMQ815	SMQMEC_B	SMQ815-SMQMEC_B	last use chewing tobacco?	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.9	NCIT
SMQ815	SMQMEC_C	SMQ815-SMQMEC_C	last use chewing tobacco?	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.9	NCIT
SMQ815	SMQRTU_D	SMQ815-SMQRTU_D	When did resp. last use chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.763	NCIT
SMQ815	SMQRTU_E	SMQ815-SMQRTU_E	When did resp. last use chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.763	NCIT
SMQ815	SMQRTU_F	SMQ815-SMQRTU_F	When did resp. last use chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.763	NCIT
SMQ815	SMQRTU_G	SMQ815-SMQRTU_G	When did resp. last use chewing tobacco	Chewing Tobacco	NCIT:C361	http://purl.obolibrary.org/obo/NCIT_C361	0.763	NCIT
SMQ819	SMQMEC	SMQ819-SMQMEC	last used snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.816	NCIT
SMQ819	SMQMEC_B	SMQ819-SMQMEC_B	When last used snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.737	NCIT
SMQ819	SMQMEC_C	SMQ819-SMQMEC_C	When last used snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.737	NCIT
SMQ819	SMQRTU_D	SMQ819-SMQRTU_D	When last used snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.737	NCIT
SMQ819	SMQRTU_E	SMQ819-SMQRTU_E	When last used snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.737	NCIT
SMQ819	SMQRTU_F	SMQ819-SMQRTU_F	When last used snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.737	NCIT
SMQ819	SMQRTU_G	SMQ819-SMQRTU_G	When last used snuff	Snuff Tobacco	NCIT:C63733	http://purl.obolibrary.org/obo/NCIT_C63733	0.737	NCIT
SMQ848	SMQ_H	SMQ848-SMQ_H	# times stopped smoking cigarettes	Cigarette Smoking	NCIT:C18270	http://purl.obolibrary.org/obo/NCIT_C18270	0.729	NCIT
SMQ848	SMQ_I	SMQ848-SMQ_I	# times stopped smoking cigarettes	Cigarette Smoking	NCIT:C18270	http://purl.obolibrary.org/obo/NCIT_C18270	0.729	NCIT
SMQ848	SMQ_J	SMQ848-SMQ_J	# times stopped smoking cigarettes	Cigarette Smoking	NCIT:C18270	http://purl.obolibrary.org/obo/NCIT_C18270	0.729	NCIT
SMQ849	P_SMQRTU	SMQ849-P_SMQRTU	# days smoked e-cigarette last 5 days	Smoked a Cigarette Some Days	NCIT:C127033	http://purl.obolibrary.org/obo/NCIT_C127033	0.823	NCIT
SMQ849	SMQRTU_H	SMQ849-SMQRTU_H	# days smoked e-cigarette last 5 days	Smoked a Cigarette Some Days	NCIT:C127033	http://purl.obolibrary.org/obo/NCIT_C127033	0.823	NCIT
SMQ849	SMQRTU_I	SMQ849-SMQRTU_I	# days smoked e-cigarette last 5 days	Smoked a Cigarette Some Days	NCIT:C127033	http://purl.obolibrary.org/obo/NCIT_C127033	0.823	NCIT
SMQ849	SMQRTU_J	SMQ849-SMQRTU_J	# days smoked e-cigarette last 5 days	Smoked a Cigarette Some Days	NCIT:C127033	http://purl.obolibrary.org/obo/NCIT_C127033	0.823	NCIT
