Variable,Table,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags,Ontology
SSA2,SSOL_A,Alpha2,Alpha2 Significance,NCIT:C67051,http://purl.obolibrary.org/obo/NCIT_C67051,0.9925093546259103,,NCIT
SSA2,SSOL_B,Alpha2,Alpha2 Significance,NCIT:C67051,http://purl.obolibrary.org/obo/NCIT_C67051,0.9925093546259103,,NCIT
SSA2,SSOL_C,Alpha2,Alpha2 Significance,NCIT:C67051,http://purl.obolibrary.org/obo/NCIT_C67051,0.9925093546259103,,NCIT
SSA2,SSOL_A,For antioxidants,antioxidant (ec),FOODON:03400329,http://purl.obolibrary.org/obo/FOODON_03400329,0.8460153784120222,,FOODON
SSA2,SSOL_A,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
SSA2,SSOL_B,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
SSA2,SSOL_C,Fluorosis DI: #7,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8119163030130929,,EFO
SSALB,SSOL_A,Albumin,Albumin,NCIT:C214,http://purl.obolibrary.org/obo/NCIT_C214,0.9968825225027955,,NCIT
SSALB,SSOL_B,Albumin,Albumin,NCIT:C214,http://purl.obolibrary.org/obo/NCIT_C214,0.9968825225027955,,NCIT
SSALB,SSOL_C,Albumin,Albumin,NCIT:C214,http://purl.obolibrary.org/obo/NCIT_C214,0.9968825225027955,,NCIT
SSALB,SSOL_B,Blood urea nitrogen (mg/dL),Blood Urea Nitrogen Measurement,NCIT:C61019,http://purl.obolibrary.org/obo/NCIT_C61019,0.8998731675903998,,NCIT
SSALB,SSOL_A,Reported serving size/label serving size,serving size,FOODON:00003334,http://purl.obolibrary.org/obo/FOODON_00003334,0.8787009361433088,,FOODON
SSALB,SSOL_A,Any Dietary Supplements Taken,Dietary Supplement,NCIT:C1505,http://purl.obolibrary.org/obo/NCIT_C1505,0.8547646605468591,,NCIT
SSALB,SSOL_A,Albumin,ovalbumin,EFO:0002674,http://www.ebi.ac.uk/efo/EFO_0002674,0.8380853004579254,,EFO
SSALB,SSOL_B,Albumin,ovalbumin,EFO:0002674,http://www.ebi.ac.uk/efo/EFO_0002674,0.8380853004579254,,EFO
SSALB,SSOL_C,Albumin,ovalbumin,EFO:0002674,http://www.ebi.ac.uk/efo/EFO_0002674,0.8380853004579254,,EFO
SSALB,SSOL_A,Q.30 Did you eat coleslaw,coleslaw,FOODON:03304707,http://purl.obolibrary.org/obo/FOODON_03304707,0.8178890814703,,FOODON
SSALB,SSOL_B,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
SSALB,SSOL_C,wrist fracture  2nd time,Wrist Fracture,NCIT:C80517,http://purl.obolibrary.org/obo/NCIT_C80517,0.8116607035709029,,NCIT
SSALB,SSOL_C,Fluorosis DI: #8,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8089601823071729,,EFO
SSALB,SSOL_A,Potassium (mg),potassium measurement,EFO:0009283,http://www.ebi.ac.uk/efo/EFO_0009283,0.8073133948294142,,EFO
SSALB,SSOL_B,Potassium (mg),potassium measurement,EFO:0009283,http://www.ebi.ac.uk/efo/EFO_0009283,0.8073133948294142,,EFO
SSBETA,SSOL_A,Beta,SARS Coronavirus 2 B.1.351,NCIT:C179575,http://purl.obolibrary.org/obo/NCIT_C179575,0.9829038582478979,,NCIT
SSBETA,SSOL_B,Beta,SARS Coronavirus 2 B.1.351,NCIT:C179575,http://purl.obolibrary.org/obo/NCIT_C179575,0.9829038582478979,,NCIT
SSBETA,SSOL_C,Beta,SARS Coronavirus 2 B.1.351,NCIT:C179575,http://purl.obolibrary.org/obo/NCIT_C179575,0.9829038582478979,,NCIT
SSBETA,SSOL_A,Theobromine (mg),theobromine measurement,EFO:0021179,http://www.ebi.ac.uk/efo/EFO_0021179,0.8382244581520426,,EFO
SSBETA,SSOL_B,Theobromine (mg),theobromine measurement,EFO:0021179,http://www.ebi.ac.uk/efo/EFO_0021179,0.8382244581520426,,EFO
SSBETA,SSOL_A,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
SSBETA,SSOL_C,Fluorosis DI: #9,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8106892532583747,,EFO
SSCA125,SSCA_B,Cancer antigen 125 (U/mL),CA-125 Antigen,NCIT:C325,http://purl.obolibrary.org/obo/NCIT_C325,0.8938503000606131,,NCIT
SSCA125,SSCA_B,GGT (U/L),Gamma-Glutamyl Transpeptidase,NCIT:C37959,http://purl.obolibrary.org/obo/NCIT_C37959,0.8874318792668696,,NCIT
SSCA125,SSCA_B,Reported serving size/label serving size,serving size,FOODON:00003334,http://purl.obolibrary.org/obo/FOODON_00003334,0.8787009361433088,,FOODON
SSCA125,SSCA_B,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
SSCA125,SSCA_B,Cancer antigen 125 (U/mL),cancer antigen 125 measurement,EFO:0010603,http://www.ebi.ac.uk/efo/EFO_0010603,0.8171636776491216,,EFO
SSCMIGM,SSCMV_C,osteoporosis,"Osteoporosis, CTCAE 3.0",NCIT:C58396,http://purl.obolibrary.org/obo/NCIT_C58396,0.9922092312388879,,NCIT
SSCMIGM,SSCMV_A,Cytomegalovirus IgM,Cytomegalovirus Measurement,NCIT:C184672,http://purl.obolibrary.org/obo/NCIT_C184672,0.9199355997907982,,NCIT
SSCMIGM,SSCMV_B,Cytomegalovirus IgM,Cytomegalovirus Measurement,NCIT:C184672,http://purl.obolibrary.org/obo/NCIT_C184672,0.9199355997907982,,NCIT
SSCMIGM,SSCMV_C,Cytomegalovirus IgM,Cytomegalovirus Measurement,NCIT:C184672,http://purl.obolibrary.org/obo/NCIT_C184672,0.9199355997907982,,NCIT
SSCMIGM,SSCMV_C,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
SSCMIGM,SSCMV_B,Glucose (mg/dL),Glucose,NCIT:C2831,http://purl.obolibrary.org/obo/NCIT_C2831,0.864345304894349,,NCIT
SSCMIGM,SSCMV_B,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
SSCMIGM,SSCMV_A,Q.31 Did you eat sauerkraut,sauerkraut,FOODON:03301397,http://purl.obolibrary.org/obo/FOODON_03301397,0.8492413298865046,,FOODON
SSCMIGM,SSCMV_A,of Dietary Supplements Taken,Dietary Supplement,NCIT:C1505,http://purl.obolibrary.org/obo/NCIT_C1505,0.8398853322292612,,NCIT
SSCMIGM,SSCMV_A,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
SSCMIGM,SSCMV_A,Cytomegalovirus IgM,cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.8307088852670405,,EFO
SSCMIGM,SSCMV_B,Cytomegalovirus IgM,cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.8307088852670405,,EFO
SSCMIGM,SSCMV_C,Cytomegalovirus IgM,cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.8307088852670405,,EFO
SSCMIGM,SSCMV_A,High protein diet,high protein food,FOODON:03510203,http://purl.obolibrary.org/obo/FOODON_03510203,0.8272717035784927,,FOODON
SSCMIGM,SSCMV_B,Total polyunsaturated fatty acids (gm),polyunsaturated fatty acid measurement,EFO:0010733,http://www.ebi.ac.uk/efo/EFO_0010733,0.8198719045264453,,EFO
SSCYPC,SSCYST_A,Cystatin C (mg/L),Cystatin C Measurement,NCIT:C92290,http://purl.obolibrary.org/obo/NCIT_C92290,0.8942683779999214,,NCIT
SSCYPC,SSCYST_B,Cystatin C (mg/L),Cystatin C Measurement,NCIT:C92290,http://purl.obolibrary.org/obo/NCIT_C92290,0.8942683779999214,,NCIT
SSCYPC,SSCYST_B,Total polyunsaturated fatty acids (gm),polyunsaturated fatty acid measurement,EFO:0010733,http://www.ebi.ac.uk/efo/EFO_0010733,0.8198719045264453,,EFO
SSCYPC,SSCYST_A,Any Dietary Supplements Taken,dietary supplement,FOODON:03401298,http://purl.obolibrary.org/obo/FOODON_03401298,0.816996614076333,,FOODON
SSCYPC,SSCYST_A,Caffeine (mg),caffeine measurement,EFO:0021177,http://www.ebi.ac.uk/efo/EFO_0021177,0.8004388184606168,,EFO
SSCamIgA,SSSAL_D,Campylobacter IgA,Campylobacter,NCIT:C76211,http://purl.obolibrary.org/obo/NCIT_C76211,0.8782499935288367,,NCIT
SSCamIgG,SSSAL_D,Campylobacter IgG,Campylobacter,NCIT:C76211,http://purl.obolibrary.org/obo/NCIT_C76211,0.8742253243513993,,NCIT
SSCamIgM,SSSAL_D,Campylobacter IgM,Campylobacter,NCIT:C76211,http://purl.obolibrary.org/obo/NCIT_C76211,0.8997093215702787,,NCIT
SSD031,SSQ_B,a stroke,stroke,EFO:0000712,http://www.ebi.ac.uk/efo/EFO_0000712,0.9286643762757216,age,EFO
SSD031,SSQ_B,Needed more support,No Support Needed,NCIT:C121426,http://purl.obolibrary.org/obo/NCIT_C121426,0.9278722439408139,,NCIT
SSDBUP,SSFR_G,Dibutyl phosphate (ug/L),Tri-N-butyl Phosphate,NCIT:C1259,http://purl.obolibrary.org/obo/NCIT_C1259,0.8077423616586076,,NCIT
SSDBUP,SSFLRT_H,Dibutyl phosphate (ug/L),Tri-N-butyl Phosphate,NCIT:C1259,http://purl.obolibrary.org/obo/NCIT_C1259,0.8077423616586076,,NCIT
SSDBUP,SSFR_I,Dibutyl phosphate (ug/L),Tri-N-butyl Phosphate,NCIT:C1259,http://purl.obolibrary.org/obo/NCIT_C1259,0.8077423616586076,,NCIT
SSDHA_N,SSFA_C,Waist Circumference (cm),waist circumference,EFO:0004342,http://www.ebi.ac.uk/efo/EFO_0004342,0.941229707841416,,EFO
SSDHA_N,SSFA_C,Docosahexaenoic acid (micromol/L),Docosahexaenoic Acid,NCIT:C68345,http://purl.obolibrary.org/obo/NCIT_C68345,0.8024716048122016,,NCIT
SSEBV,SSEBV_D,Blood Pressure,Blood Pressure,NCIT:C54706,http://purl.obolibrary.org/obo/NCIT_C54706,0.9930282435443429,comment,NCIT
SSEBV,SSEBV_F,melanoma,NCI CTEP SDC Melanoma Sub-Category Terminology,NCIT:C103113,http://purl.obolibrary.org/obo/NCIT_C103113,0.967235727989052,age,NCIT
SSEBV,SSEBV_C,Epstein Barr Virus result,Epstein-Barr Virus,NCIT:C14204,http://purl.obolibrary.org/obo/NCIT_C14204,0.9088516479987738,,NCIT
SSEBV,SSEBV_D,Epstein Barr Virus result,Epstein-Barr Virus,NCIT:C14204,http://purl.obolibrary.org/obo/NCIT_C14204,0.9088516479987738,,NCIT
SSEBV,SSEBV_E,Epstein Barr Virus result,Epstein-Barr Virus,NCIT:C14204,http://purl.obolibrary.org/obo/NCIT_C14204,0.9088516479987738,,NCIT
SSEBV,SSEBV_F,Epstein Barr Virus result,Epstein-Barr Virus,NCIT:C14204,http://purl.obolibrary.org/obo/NCIT_C14204,0.9088516479987738,,NCIT
SSEBV,SSEBV_E,White blood cell count (SI),Leukocyte Count,NCIT:C51948,http://purl.obolibrary.org/obo/NCIT_C51948,0.8922829569248237,,NCIT
SSEBV,SSEBV_C,Fluorosis DI: #2,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8377892723650663,,EFO
SSEBV,SSEBV_C,Left shoulder/girdle affected,Shoulder Girdle,NCIT:C33547,http://purl.obolibrary.org/obo/NCIT_C33547,0.8331585251694513,,NCIT
SSEBV,SSEBV_C,Epstein Barr Virus result,Epstein-Barr virus infection,EFO:0000769,http://www.ebi.ac.uk/efo/EFO_0000769,0.8197377378465716,,EFO
SSEBV,SSEBV_D,Epstein Barr Virus result,Epstein-Barr virus infection,EFO:0000769,http://www.ebi.ac.uk/efo/EFO_0000769,0.8197377378465716,,EFO
SSEBV,SSEBV_E,Epstein Barr Virus result,Epstein-Barr virus infection,EFO:0000769,http://www.ebi.ac.uk/efo/EFO_0000769,0.8197377378465716,,EFO
SSEBV,SSEBV_F,Epstein Barr Virus result,Epstein-Barr virus infection,EFO:0000769,http://www.ebi.ac.uk/efo/EFO_0000769,0.8197377378465716,,EFO
SSEBVIND,SSEBV_F,ovarian cancer,Ovarian Carcinoma,NCIT:C4908,http://purl.obolibrary.org/obo/NCIT_C4908,0.9931028680712086,age,NCIT
SSEBVIND,SSEBV_C,Epstein Barr Virus index,Epstein-Barr Virus,NCIT:C14204,http://purl.obolibrary.org/obo/NCIT_C14204,0.8901549347644788,,NCIT
SSEBVIND,SSEBV_D,Epstein Barr Virus index,Epstein-Barr Virus,NCIT:C14204,http://purl.obolibrary.org/obo/NCIT_C14204,0.8901549347644788,,NCIT
SSEBVIND,SSEBV_E,Epstein Barr Virus index,Epstein-Barr Virus,NCIT:C14204,http://purl.obolibrary.org/obo/NCIT_C14204,0.8901549347644788,,NCIT
SSEBVIND,SSEBV_F,Epstein Barr Virus index,Epstein-Barr Virus,NCIT:C14204,http://purl.obolibrary.org/obo/NCIT_C14204,0.8901549347644788,,NCIT
SSEBVIND,SSEBV_E,Aldrin,Maltodextrin,NCIT:C68474,http://purl.obolibrary.org/obo/NCIT_C68474,0.8579619165679694,comment,NCIT
SSEBVIND,SSEBV_C,Fluorosis DI: #3,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8276592343610758,,EFO
SSEBVIND,SSEBV_D,cardiovascular conditions,Cardiovascular,NCIT:C25292,http://purl.obolibrary.org/obo/NCIT_C25292,0.8276374815498929,,NCIT
SSEBVIND,SSEBV_C,Epstein Barr Virus index,Epstein-Barr virus infection,EFO:0000769,http://www.ebi.ac.uk/efo/EFO_0000769,0.8219799288389744,,EFO
SSEBVIND,SSEBV_D,Epstein Barr Virus index,Epstein-Barr virus infection,EFO:0000769,http://www.ebi.ac.uk/efo/EFO_0000769,0.8219799288389744,,EFO
SSEBVIND,SSEBV_E,Epstein Barr Virus index,Epstein-Barr virus infection,EFO:0000769,http://www.ebi.ac.uk/efo/EFO_0000769,0.8219799288389744,,EFO
SSEBVIND,SSEBV_F,Epstein Barr Virus index,Epstein-Barr virus infection,EFO:0000769,http://www.ebi.ac.uk/efo/EFO_0000769,0.8219799288389744,,EFO
SSEBVIND,SSEBV_C,wrist fracture  1st time,Wrist Fracture,NCIT:C80517,http://purl.obolibrary.org/obo/NCIT_C80517,0.81461966389144,,NCIT
SSEPA_N,SSFA_C,Root caries,root caries,EFO:1001163,http://www.ebi.ac.uk/efo/EFO_1001163,0.9879003219448255,,EFO
SSEPA_N,SSFA_C,Eicosapentaenoic acid (micromol/L),Eicosapentaenoic Acid,NCIT:C67080,http://purl.obolibrary.org/obo/NCIT_C67080,0.8050913820262423,,NCIT
SSFHA,SSPT_I,Pertussis Filamentous hemagglutinin ab,Bordetella pertussis Filamentous Hemagglutinin,NCIT:C187753,http://purl.obolibrary.org/obo/NCIT_C187753,0.8406988391094744,,NCIT
SSFOL,SSFOL_A,Reported serving size/label serving size,serving size,FOODON:00003334,http://purl.obolibrary.org/obo/FOODON_00003334,0.8787009361433088,,FOODON
SSFOL,SSFOL_A,Folic Acid ng/ml,Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8670590990245061,,NCIT
SSFOL,SSFOL_A,Strong Fear: Animals,animal phobia,EFO:1001876,http://www.ebi.ac.uk/efo/EFO_1001876,0.8103713487788142,,EFO
SSGAM,SSOL_A,Gamma,Gamma,NCIT:C68914,http://purl.obolibrary.org/obo/NCIT_C68914,0.9957315591321368,,NCIT
SSGAM,SSOL_B,Gamma,Gamma,NCIT:C68914,http://purl.obolibrary.org/obo/NCIT_C68914,0.9957315591321368,,NCIT
SSGAM,SSOL_C,Gamma,Gamma,NCIT:C68914,http://purl.obolibrary.org/obo/NCIT_C68914,0.9957315591321368,,NCIT
SSGAM,SSOL_A,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
SSGAM,SSOL_A,Vitamin B6 (mg),vitamin B6 measurement,EFO:0004621,http://www.ebi.ac.uk/efo/EFO_0004621,0.8217290961845783,,EFO
SSGAM,SSOL_B,Vitamin B6 (mg),vitamin B6 measurement,EFO:0004621,http://www.ebi.ac.uk/efo/EFO_0004621,0.8217290961845783,,EFO
SSGAM,SSOL_C,Fluorosis DI: #12,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8016438702879339,,EFO
SSGLYP,SSGLYP_H,Glyphosate,Glyphosate,NCIT:C163664,http://purl.obolibrary.org/obo/NCIT_C163664,0.9873631526514494,comment,NCIT
SSGLYP,SSGLYP_I,Glyphosate (ng/mL),Glyphosate,NCIT:C163664,http://purl.obolibrary.org/obo/NCIT_C163664,0.9188073369257033,,NCIT
SSGLYPL,SSGLYP_I,Glyphosate,Glyphosate,NCIT:C163664,http://purl.obolibrary.org/obo/NCIT_C163664,0.9873631526514494,comment,NCIT
SSHCB,SSPST_B,HCB,Hexachlorobenzene,NCIT:C44388,http://purl.obolibrary.org/obo/NCIT_C44388,0.9789649086945507,,NCIT
SSHCB,SSPST_B,Vitamin B6 (mg),vitamin B6 measurement,EFO:0004621,http://www.ebi.ac.uk/efo/EFO_0004621,0.8217290961845783,,EFO
SSHCVGEN,SSHCVR_C,Hepatitis C genotype,Hepatitis C Virus Genotype 4 Positive,NCIT:C173431,http://purl.obolibrary.org/obo/NCIT_C173431,0.8490812365149552,,NCIT
SSHCVGEN,SSHCVR_C,Fluorosis DI: #4,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8277265913478231,,EFO
SSHCVRNA,SSHCVR_C,Hepatitis C RNA,Hepatitis C Virus RNA Measurement,NCIT:C142330,http://purl.obolibrary.org/obo/NCIT_C142330,0.9850795605813865,,NCIT
SSHCVRNA,SSHCVR_C,Fluorosis DI: #5,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8285055674464539,,EFO
SSIMID,SSNEON_I,Imidacloprid (ug/L),Imidacloprid,NCIT:C83788,http://purl.obolibrary.org/obo/NCIT_C83788,0.9454409828267695,,NCIT
SSIMIDLC,SSNEON_I,Imidacloprid (ug/L) Cmt code,Imidacloprid,NCIT:C83788,http://purl.obolibrary.org/obo/NCIT_C83788,0.8345533131184389,,NCIT
SSIMP,SSOL_A,Pulse type,pulse food product,FOODON:00001209,http://purl.obolibrary.org/obo/FOODON_00001209,0.8513219747233695,,FOODON
SSIMP,SSOL_A,PEL_Impression,Impression,NCIT:C131082,http://purl.obolibrary.org/obo/NCIT_C131082,0.8458899484718211,,NCIT
SSIMP,SSOL_B,PEL_Impression,Impression,NCIT:C131082,http://purl.obolibrary.org/obo/NCIT_C131082,0.8458899484718211,,NCIT
SSIMP,SSOL_C,PEL_Impression,Impression,NCIT:C131082,http://purl.obolibrary.org/obo/NCIT_C131082,0.8458899484718211,,NCIT
SSIMP,SSOL_C,Fluorosis DI: #30,dental fluorosis,EFO:1000892,http://www.ebi.ac.uk/efo/EFO_1000892,0.8050537307953242,,EFO
SSIMP,SSOL_A,Caffeine (mg),caffeine measurement,EFO:0021177,http://www.ebi.ac.uk/efo/EFO_0021177,0.8004388184606168,,EFO
SSIMP,SSOL_B,Caffeine (mg),caffeine measurement,EFO:0021177,http://www.ebi.ac.uk/efo/EFO_0021177,0.8004388184606168,,EFO
SSINHBIN,SSAMH_C,Hematocrit (%),hematocrit,EFO:0004348,http://www.ebi.ac.uk/efo/EFO_0004348,0.9787248345302734,,EFO
SSINHBIN,SSAMH_A,Inhibin B (pg/ml),Inhibin B Measurement,NCIT:C96681,http://purl.obolibrary.org/obo/NCIT_C96681,0.8923696693844445,,NCIT
SSINHBIN,SSAMH_B,Inhibin B (pg/ml),Inhibin B Measurement,NCIT:C96681,http://purl.obolibrary.org/obo/NCIT_C96681,0.8923696693844445,,NCIT
SSINHBIN,SSAMH_C,Inhibin B (pg/ml),Inhibin B Measurement,NCIT:C96681,http://purl.obolibrary.org/obo/NCIT_C96681,0.8923696693844445,,NCIT
SSINHBIN,SSAMH_A,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
SSINHBIN,SSAMH_B,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
SSINHBIN,SSAMH_A,# of times other shellfish eaten,shellfish,FOODON:03411433,http://purl.obolibrary.org/obo/FOODON_03411433,0.821579526889731,,FOODON
SSIS,SSOL_A,Dietary supplements,dietary supplement,FOODON:03401298,http://purl.obolibrary.org/obo/FOODON_03401298,0.942104503963398,,FOODON
SSIS,SSOL_A,Flag:Insufficient sample,Insufficient Sample,NCIT:C131121,http://purl.obolibrary.org/obo/NCIT_C131121,0.8826927214495064,,NCIT
SSIS,SSOL_B,Flag:Insufficient sample,Insufficient Sample,NCIT:C131121,http://purl.obolibrary.org/obo/NCIT_C131121,0.8826927214495064,,NCIT
SSIS,SSOL_C,Flag:Insufficient sample,Insufficient Sample,NCIT:C131121,http://purl.obolibrary.org/obo/NCIT_C131121,0.8826927214495064,,NCIT
SSIS,SSOL_A,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
SSIS,SSOL_B,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
SSIS,SSOL_C,Total Bone Mineral Density (g/cm^2),bone density,EFO:0003923,http://www.ebi.ac.uk/efo/EFO_0003923,0.8408233757884557,,EFO
SSKLOTH,SSKL_E,Klotho (pg/ml),Klotho,NCIT:C98116,http://purl.obolibrary.org/obo/NCIT_C98116,0.8891967071016096,,NCIT
SSKLOTH,SSKL_F,Klotho (pg/ml),Klotho,NCIT:C98116,http://purl.obolibrary.org/obo/NCIT_C98116,0.8891967071016096,,NCIT
SSKLOTH,SSKL_G,Klotho (pg/ml),Klotho,NCIT:C98116,http://purl.obolibrary.org/obo/NCIT_C98116,0.8891967071016096,,NCIT
SSKLOTH,SSKL_H,Klotho (pg/ml),Klotho,NCIT:C98116,http://purl.obolibrary.org/obo/NCIT_C98116,0.8891967071016096,,NCIT
SSKLOTH,SSKL_I,Klotho (pg/ml),Klotho,NCIT:C98116,http://purl.obolibrary.org/obo/NCIT_C98116,0.8891967071016096,,NCIT
SSKL_R,SSOL_C,Visceral adipose tissue area,visceral adipose tissue measurement,EFO:0004765,http://www.ebi.ac.uk/efo/EFO_0004765,0.8602231489809824,,EFO
SSKL_R,SSOL_A,Chromium,chromium added,FOODON:03460778,http://purl.obolibrary.org/obo/FOODON_03460778,0.8355108043435617,comment,FOODON
SSKL_R,SSOL_A,K/L Ratio,Ratio Result Type,NCIT:C179809,http://purl.obolibrary.org/obo/NCIT_C179809,0.8294363191448004,,NCIT
SSKL_R,SSOL_B,K/L Ratio,Ratio Result Type,NCIT:C179809,http://purl.obolibrary.org/obo/NCIT_C179809,0.8294363191448004,,NCIT
SSKL_R,SSOL_C,K/L Ratio,Ratio Result Type,NCIT:C179809,http://purl.obolibrary.org/obo/NCIT_C179809,0.8294363191448004,,NCIT
SSKL_R,SSOL_A,Total polyunsaturated fatty acids (gm),polyunsaturated fatty acid measurement,EFO:0010733,http://www.ebi.ac.uk/efo/EFO_0010733,0.8198719045264453,,EFO
SSKL_R,SSOL_B,Total polyunsaturated fatty acids (gm),polyunsaturated fatty acid measurement,EFO:0010733,http://www.ebi.ac.uk/efo/EFO_0010733,0.8198719045264453,,EFO
SSK_FLC,SSOL_A,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
SSK_FLC,SSOL_B,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
SSK_FLC,SSOL_C,Head Bone Mineral Density (g/cm^2),bone density,EFO:0003923,http://www.ebi.ac.uk/efo/EFO_0003923,0.8303692530135679,,EFO
SSK_FLC,SSOL_A,Phosphorus (mg/dL),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8155812639563746,,FOODON
SSK_FLC,SSOL_A,Kappa FLC,SARS Coronavirus 2 B.1.617.1,NCIT:C179585,http://purl.obolibrary.org/obo/NCIT_C179585,0.8136505116364701,,NCIT
SSK_FLC,SSOL_B,Kappa FLC,SARS Coronavirus 2 B.1.617.1,NCIT:C179585,http://purl.obolibrary.org/obo/NCIT_C179585,0.8136505116364701,,NCIT
SSK_FLC,SSOL_C,Kappa FLC,SARS Coronavirus 2 B.1.617.1,NCIT:C179585,http://purl.obolibrary.org/obo/NCIT_C179585,0.8136505116364701,,NCIT
SSL_FLC,SSOL_A,kidney cancer,"kidney (whole, raw)",FOODON:03310898,http://purl.obolibrary.org/obo/FOODON_03310898,0.8560142688790612,age,FOODON
SSL_FLC,SSOL_C,Visceral adipose tissue mass,visceral adipose tissue measurement,EFO:0004765,http://www.ebi.ac.uk/efo/EFO_0004765,0.8421713995823328,,EFO
SSL_FLC,SSOL_A,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
SSL_FLC,SSOL_B,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
SSL_FLC,SSOL_A,Lambda FLC,Lambda Sutural Junction,NCIT:C86944,http://purl.obolibrary.org/obo/NCIT_C86944,0.8174719866754229,,NCIT
SSL_FLC,SSOL_B,Lambda FLC,Lambda Sutural Junction,NCIT:C86944,http://purl.obolibrary.org/obo/NCIT_C86944,0.8174719866754229,,NCIT
SSL_FLC,SSOL_C,Lambda FLC,Lambda Sutural Junction,NCIT:C86944,http://purl.obolibrary.org/obo/NCIT_C86944,0.8174719866754229,,NCIT
SSMEL,SSMEL_C,Melamine,Pentamethylmelamine,NCIT:C1189,http://purl.obolibrary.org/obo/NCIT_C1189,0.9949690930494293,,NCIT
SSMEL,SSMEL_C,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
SSMET,SSFOL_A,Methyltetrahydrofolate ng/ml,L-methylfolate,NCIT:C107240,http://purl.obolibrary.org/obo/NCIT_C107240,0.8495886363061954,,NCIT
SSMET,SSFOL_A,Strong Fear: Flying,flying phobia,EFO:1001889,http://www.ebi.ac.uk/efo/EFO_1001889,0.8394690766668985,,EFO
SSMET,SSFOL_A,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
SSMICHP,SSANA2_G,mitotic chromosomes positive,Mitotic Chromosome,NCIT:C13430,http://purl.obolibrary.org/obo/NCIT_C13430,0.8000512202043734,,NCIT
SSMIR,SSPST_B,MIREX,Mirex,NCIT:C44404,http://purl.obolibrary.org/obo/NCIT_C44404,0.9730653531988948,,NCIT
