NHANES Variable ID,NHANES Variable Label,Mapped Ontology Term Label,Mapped Ontology Term IRI,Mapping Score,Ontology
LBC052,PCB 52 (ng/g),Human rhinovirus 52 (organism),http://snomed.info/id/5811004,0.347754709,SNOMED
FFQ0097,Q.97 Did you eat soups,40130 - mixed soups (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544013,0.347593157,FOODON
LBCF04LA,123478-hcxdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.347179172,NCIT
LBCTCD,2378-Tetrachloro-p-dioxn(tcdd)(fg/g),exposure to tetrachloroethene,http://purl.obolibrary.org/obo/ECTO_9000074,0.346632891,ECTO
LBCTCD,2378-Tetrachloro-p-dioxn(tcdd) (fg/g),exposure to tetrachloroethene,http://purl.obolibrary.org/obo/ECTO_9000074,0.346632891,ECTO
OHX08CJA,LOA: Max R(CI) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.346172239,NCIT
INQ320,How do you get to the grocery store,How Often Felt Emotionally Able to do Things You Want to do,http://purl.obolibrary.org/obo/NCIT_C140740,0.34559911,NCIT
OHX13CJA,LOA: Max L(2B) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.345529435,NCIT
OHX14CJA,LOA: Max L(1M) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.345414587,NCIT
OHX09CJP,LOA: Max L(CI) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.345354269,NCIT
OHX15CJA,LOA: Max L(2M) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.345296822,NCIT
OHX22CJA,LOA: Mnd L(C) ML FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.345271394,NCIT
OHX12CJA,LOA: Max L(1B) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.345249876,NCIT
URXHPBT,4-hydroxy-4-(3-pyridyl) C4H802 (ng/mL),beta Pyridyl carbinol (substance),http://snomed.info/id/85335008,0.344476979,SNOMED
LBCF07,234678-Hexchlorofuran(hxcdf)(fg/g),Isofuran,http://purl.obolibrary.org/obo/NCIT_C128239,0.344031723,NCIT
LBCF10,12346789-Octachlorodifuran (fg/g),exposure to Octachlorostyrene,http://purl.obolibrary.org/obo/ECTO_9001204,0.343752017,ECTO
OHX07CJP,LOA: Max R(LI) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.343676667,NCIT
OHX06CJS,LOA: Max R(C) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.343362839,NCIT
URD1DCLC,N-acel-S-(12-dichlorovinl)-L-cys comt,Dichlorophen,http://purl.obolibrary.org/obo/NCIT_C47485,0.343284127,NCIT
URD1DCLC,N-Acel-S-(12-dichlorovinl)-L-Cys comt,Dichlorophen,http://purl.obolibrary.org/obo/NCIT_C47485,0.343284127,NCIT
OSQ040cj,Under/over 50 when fracd spine 10th time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.343250521,NCIT
URD25TLC,245-T,Tenofovir 245mg tablet (product),http://snomed.info/id/407808007,0.342950512,SNOMED
SPFNALC,Surplus sera PFNA,PFN1 Gene,http://purl.obolibrary.org/obo/NCIT_C125444,0.342691312,NCIT
LBC066,PCB 66 (pg/g),immunodeficiency 66,http://purl.obolibrary.org/obo/MONDO_0030013,0.342515949,MONDO
LBDVMELC,MTBE,Be,http://purl.obolibrary.org/obo/NCIT_C89327,0.342450027,NCIT
LBDZMBLC,MTBE,Be,http://purl.obolibrary.org/obo/NCIT_C89327,0.342450027,NCIT
SPXBF257,2nd Test FEF 25-75% (mL/s),Test,http://purl.obolibrary.org/obo/NCIT_C47891,0.342334969,NCIT
URD5NALC,5NDA,Tinda plant,http://purl.obolibrary.org/obo/FOODON_00003178,0.342330161,FOODON
OHX11CJL,LOA: Max L(C) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.342086931,NCIT
OHX10CJD,LOA: Max L(LI) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.341881748,NCIT
LBDBR11C,PBDE 209,CD209 Gene,http://purl.obolibrary.org/obo/NCIT_C21568,0.341673445,NCIT
SPFDELC,Surplus sera PFDE,sourplum plant,http://purl.obolibrary.org/obo/FOODON_03412832,0.341537803,FOODON
OHX04CJA,LOA: Max R(2B) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.341190067,NCIT
OHX03CJA,LOA: Max R(1M) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.34107949,NCIT
OHX08CJP,LOA: Max R(CI) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.341021414,NCIT
OHX02CJA,LOA: Max R(2M) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.340966102,NCIT
OHX05CJA,LOA: Max R(1B) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.3409209,NCIT
OHX11CJM,LOA: Max L(C) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.340462499,NCIT
OHX27CJA,LOA: Mnd R(C) ML FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.340428901,NCIT
OHX13CJP,LOA: Max L(2B) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.340406829,NCIT
OHX14CJP,LOA: Max L(1M) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.340297011,NCIT
OHX19CJP,LOA: Max L(1M) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.340297011,NCIT
OHX15CJP,LOA: Max L(2M) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.340184402,NCIT
OHX12CJP,LOA: Max L(1B) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.34013951,NCIT
LBDBR9LC,22'344'5'6-heptabrophenl ether cmt,Ether,http://purl.obolibrary.org/obo/NCIT_C29819,0.339700927,NCIT
OHX22CJP,LOA: Mnd L(C) DL FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.339557141,NCIT
SSGENXL,GenX(HFPO-DA propanoateammonium Cmt code,exposure to ammonium ion,http://purl.obolibrary.org/obo/ECTO_9000304,0.339402435,ECTO
OHX09CJD,LOA: Max L(CI) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.339267566,NCIT
SPFHSLC,Surplus sera PFHS,sourplum plant,http://purl.obolibrary.org/obo/FOODON_03412832,0.338408353,FOODON
OHX06CJL,LOA: Max R(C) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.337874407,NCIT
OHX07CJD,LOA: Max R(LI) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.337676706,NCIT
OHX10CJS,LOA: Max L(LI) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.337348147,NCIT
SPFDOLC,Surplus sera PFDO,sourplum plant,http://purl.obolibrary.org/obo/FOODON_03412832,0.337166605,FOODON
SMPAH,Surplus sera MPAH result (ng/ml),Cocopah,http://purl.obolibrary.org/obo/NCIT_C44246,0.336761724,NCIT
LBC074,PCB 74 (pg/g),retinitis pigmentosa 74,http://purl.obolibrary.org/obo/MONDO_0014692,0.336647338,MONDO
SEPAH,Surplus sera EPAH result (ng/ml),Cocopah,http://purl.obolibrary.org/obo/NCIT_C44246,0.336538132,NCIT
SPFDE,Surplus sera PFDE result (ng/ml),Result Code,http://purl.obolibrary.org/obo/NCIT_C164602,0.336429121,NCIT
OHX06CJM,LOA: Max R(C) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.336308976,NCIT
OHX04CJP,LOA: Max R(2B) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.336255319,NCIT
OHX03CJP,LOA: Max R(1M) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.33614947,NCIT
OHX02CJP,LOA: Max R(2M) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.336040926,NCIT
OHX05CJP,LOA: Max R(1B) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.335997654,NCIT
OHX08CJD,LOA: Max R(CI) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.335157099,NCIT
OHX27CJP,LOA: Mnd R(C) DL FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.334947953,NCIT
OHX09CJS,LOA: Max L(CI) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.334835832,NCIT
OHX13CJD,LOA: Max L(2B) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.334573624,NCIT
OHX14CJD,LOA: Max L(1M) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.334469354,NCIT
OHX15CJD,LOA: Max L(2M) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.33436243,NCIT
OHX12CJD,LOA: Max L(1B) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.334319803,NCIT
OHX23CJA,LOA: Mnd L(LI) ML FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.333875525,NCIT
SPFSALC,Surplus sera PFSA,sourplum plant,http://purl.obolibrary.org/obo/FOODON_03412832,0.333676441,FOODON
OHX07CJS,LOA: Max R(LI) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.333306226,NCIT
OHX22CJD,LOA: Mnd L(C) DF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.333086324,NCIT
WTSSHS4Y,SSHSV1 4 year weights 99-02,HSV1 seropositivity,http://www.ebi.ac.uk/efo/EFO_0007050,0.332547951,EFO
OHX10CJL,LOA: Max L(LI) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.3321388,NCIT
URDDMALC,O-DMA,HLA-DMA Gene,http://purl.obolibrary.org/obo/NCIT_C150071,0.331425405,NCIT
URDHPBLC,4-hydroxy-4-(3-pyridyl)C4H802 Comt Code,Pyridoxine Hydrochloride,http://purl.obolibrary.org/obo/NCIT_C48030,0.331351514,NCIT
OHX24CJA,LOA: Mnd L(CI) ML FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.3311484,NCIT
OHX08CJS,LOA: Max R(CI) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.330882494,NCIT
OHX10CJM,LOA: Max L(LI) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.330651399,NCIT
LBDF01LC,2378-tcdf,23780 - meagre (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542378,0.330636171,FOODON
OHX04CJD,LOA: Max R(2B) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.330629456,NCIT
OHX03CJD,LOA: Max R(1M) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.33052883,NCIT
OHX02CJD,LOA: Max R(2M) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.330425639,NCIT
OHX05CJD,LOA: Max R(1B) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.3303845,NCIT
OHX13CJS,LOA: Max L(2B) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.330321023,NCIT
OHX14CJS,LOA: Max L(1M) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.330220678,NCIT
OHX15CJS,LOA: Max L(2M) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.330117775,NCIT
OHX12CJS,LOA: Max L(1B) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.330076751,NCIT
URD34MLC,3-methipurc acd & 4-methipurc acid comt,hippuric acid measurement,http://www.ebi.ac.uk/efo/EFO_0010496,0.329956594,EFO
URD34MLC,3-Methipurc acd & 4-Methipurc acid comt,hippuric acid measurement,http://www.ebi.ac.uk/efo/EFO_0010496,0.329956594,EFO
WTSSUG2Y,SSUSG_E 2 year weights,body weights and measures,http://www.ebi.ac.uk/efo/EFO_0004324,0.329757958,EFO
OHX09CJL,LOA: Max L(CI) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.329740264,NCIT
OHX26CJA,LOA: Mnd R(LI) ML FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.329490906,NCIT
SSII4FOM,Mean OD for GII.4 Farmington Hills ag,Partington syndrome,http://purl.obolibrary.org/obo/MONDO_0010654,0.329151019,MONDO
OHX27CJD,LOA: Mnd R(C) DF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.328732322,NCIT
OHX23CJP,LOA: Mnd L(LI) DL FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.328700313,NCIT
OHX22CJS,LOA: Mnd L(C) MF FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.328392552,NCIT
LBC178,PCB 178 (ng/g),MAGE-12: 170-178 Peptide,http://purl.obolibrary.org/obo/NCIT_C2723,0.328285986,NCIT
OHX09CJM,LOA: Max L(CI) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.328284714,NCIT
OHX07CJL,LOA: Max R(LI) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.328279132,NCIT
URDGP2LC,GLU-P-2 (pg/mL),gluten,http://purl.obolibrary.org/obo/FOODON_03420177,0.328102329,FOODON
URXGLP2,GLU-P-2 (pg/mL),gluten,http://purl.obolibrary.org/obo/FOODON_03420177,0.328102329,FOODON
SSII4FCM,Mean Ab for GII.4 Farmington Hills ag,Partington syndrome,http://purl.obolibrary.org/obo/MONDO_0010654,0.327718928,MONDO
OHX25CJA,LOA: Mnd R(CI) ML FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.326868982,NCIT
OHX07CJM,LOA: Max R(LI) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.326842761,NCIT
SPFHPLC,Surplus sera PFHP,sourplum plant,http://purl.obolibrary.org/obo/FOODON_03412832,0.326550141,FOODON
OHX04CJS,LOA: Max R(2B) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.32652366,NCIT
OHX03CJS,LOA: Max R(1M) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.326426735,NCIT
OHX02CJS,LOA: Max R(2M) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.326327337,NCIT
OHX05CJS,LOA: Max R(1B) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.32628771,NCIT
OHX20CJA,LOA: Mnd L(2B) ML FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.326262373,NCIT
OHX19CJA,LOA: Mnd L(1M) ML FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.326153991,NCIT
OHX24CJP,LOA: Mnd L(CI) DL FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.326097069,NCIT
OHX18CJA,LOA: Mnd L(2M) ML FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.326042857,NCIT
OHX21CJA,LOA: Mnd L(1B) ML FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.325998553,NCIT
OHX08CJL,LOA: Max R(CI) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.325962667,NCIT
OHX13CJL,LOA: Max L(2B) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.325425831,NCIT
OHX14CJL,LOA: Max L(1M) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.32532988,NCIT
URDGP1LC,Glu-P-1 (pg/mL),gluten,http://purl.obolibrary.org/obo/FOODON_03420177,0.32530618,FOODON
URXGLP1,Glu-P-1 (pg/mL),gluten,http://purl.obolibrary.org/obo/FOODON_03420177,0.32530618,FOODON
OHX15CJL,LOA: Max L(2M) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.325231481,NCIT
OHX12CJL,LOA: Max L(1B) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.325192251,NCIT
OHX08CJM,LOA: Max R(CI) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.32455636,NCIT
OHX26CJP,LOA: Mnd R(LI) DL FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.324513915,NCIT
LBXF01,2378-tcdf (fg/g),FG syndrome,http://purl.obolibrary.org/obo/MONDO_0002010,0.324220748,MONDO
OHX27CJS,LOA: Mnd R(C) MF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.324217754,NCIT
OHX13CJM,LOA: Max L(2B) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.32402643,NCIT
OHX14CJM,LOA: Max L(1M) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.323931711,NCIT
OHX15CJM,LOA: Max L(2M) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.323834575,NCIT
OHX12CJM,LOA: Max L(1B) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.323795849,NCIT
LBCBR1LA,22'4-tribrmobiphl ether lpd adj (ng/g),Ether,http://purl.obolibrary.org/obo/NCIT_C29819,0.323708611,NCIT
WTSSPH2Y,SSPFAC_H 2 year weights,SSPN Gene,http://purl.obolibrary.org/obo/NCIT_C24825,0.323680265,NCIT
OHX22CJL,LOA: Mnd L(C) MdL FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.323013668,NCIT
OHX23CJD,LOA: Mnd L(LI) DF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.322820034,NCIT
LBXF07,234678-hxcdf (fg/g),23460 - cod (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542346,0.322585564,FOODON
OHX29CJA,LOA: Mnd R(2B) ML FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.322167285,NCIT
OHX30CJA,LOA: Mnd R(1M) ML FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.322062931,NCIT
OHX25CJP,LOA: Mnd R(CI) DL FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.322008124,NCIT
OHX31CJA,LOA: Mnd R(2M) ML FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.321955925,NCIT
OHX28CJA,LOA: Mnd R(1B) ML FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.321913267,NCIT
OHX04CJL,LOA: Max R(2B) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.321792967,NCIT
OHX03CJL,LOA: Max R(1M) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.321700193,NCIT
OHX02CJL,LOA: Max R(2M) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.321605049,NCIT
LBX052,PCB52 (ng/g),Human leukocyte antigen B52 (substance),http://snomed.info/id/260013000,0.321582133,SNOMED
OHX05CJL,LOA: Max R(1B) MdL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.321567118,NCIT
OHX22CJM,LOA: Mnd L(C) MdF FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.321480666,NCIT
OHX20CJP,LOA: Mnd L(2B) DL FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.321428129,NCIT
SPFOA,Surplus sera PFOA result (ng/ml),test result,http://www.ebi.ac.uk/efo/EFO_0000720,0.321337843,EFO
OHX18CJP,LOA: Mnd L(2M) DL FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.32121822,NCIT
OHX21CJP,LOA: Mnd L(1B) DL FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.321175855,NCIT
LBDTCDLC,2378-tcdd,23780 - meagre (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542378,0.320707786,FOODON
OHX04CJM,LOA: Max R(2B) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.320439718,NCIT
SS196,PCB196-203,NCI-H196,http://www.ebi.ac.uk/efo/EFO_0006668,0.320439581,EFO
LBD196LC,PCB196 & 203,NCI-H196,http://www.ebi.ac.uk/efo/EFO_0006668,0.320439581,EFO
SSII4FO2,OD_dup 2 for GII.4 Farmington Hills ag,Partington syndrome,http://purl.obolibrary.org/obo/MONDO_0010654,0.320366683,MONDO
OHX24CJD,LOA: Mnd L(CI) DF FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.320352981,NCIT
OHX03CJM,LOA: Max R(1M) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.320348109,NCIT
OHX02CJM,LOA: Max R(2M) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.32025416,NCIT
OHX05CJM,LOA: Max R(1B) MdF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.320216704,NCIT
LBCBR2LA,244'-tribrmdphenyl ethr lpd adj (ng/g),Phenyl ether (substance),http://snomed.info/id/54976008,0.320126987,SNOMED
SPFUALC,Surplus sera PFUA,sourplum plant,http://purl.obolibrary.org/obo/FOODON_03412832,0.320060897,FOODON
LBDF10LC,12346789-ocdf,Active C5b6789 (substance),http://snomed.info/id/70972003,0.319697428,SNOMED
SSII4FO1,OD_dup 1 for GII.4 Farmington Hills ag,Partington syndrome,http://purl.obolibrary.org/obo/MONDO_0010654,0.319533406,MONDO
SPFOS,Surplus sera PFOS result (ng/ml),test result,http://www.ebi.ac.uk/efo/EFO_0000720,0.319318515,EFO
SSII4FC2,Ab dup 2 for GII.4 Farmington Hills ag,Partington syndrome,http://purl.obolibrary.org/obo/MONDO_0010654,0.319045764,MONDO
OHX27CJL,LOA: Mnd R(C) MdL FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.319038217,NCIT
OHX26CJD,LOA: Mnd R(LI) DF FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.318851641,NCIT
OHX23CJS,LOA: Mnd L(LI) MF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.318541569,NCIT
SSII4FC1,Ab dup 1 for GII.4 Farmington Hills ag,Partington syndrome,http://purl.obolibrary.org/obo/MONDO_0010654,0.318222725,MONDO
OHX27CJM,LOA: Mnd R(C) MdF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.317560866,NCIT
OHX29CJP,LOA: Mnd R(2B) DL FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.317510227,NCIT
OHX30CJP,LOA: Mnd R(1M) DL FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.317410333,NCIT
URXPHE,N-ace-s-(phenl-2-hydxyetl)-L-cys(ng/mL),Phenoxyethanol,http://purl.obolibrary.org/obo/NCIT_C77054,0.31735564,NCIT
URXPHE,N-Ace-S-(phenl-2-hydxyetl)-L-Cys(ng/mL),Phenoxyethanol,http://purl.obolibrary.org/obo/NCIT_C77054,0.31735564,NCIT
URXPHE,N-ace-S-(phenl-2-hydxyetl)-L-cys(ng/mL),Phenoxyethanol,http://purl.obolibrary.org/obo/NCIT_C77054,0.31735564,NCIT
OHX31CJP,LOA: Mnd R(2M) DL FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.317307897,NCIT
OHX28CJP,LOA: Mnd R(1B) DL FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.317267059,NCIT
LBD087LC,PCB87,CB88,http://www.ebi.ac.uk/efo/EFO_0004045,0.316573293,EFO
SS087,PCB87,CB88,http://www.ebi.ac.uk/efo/EFO_0004045,0.316573293,EFO
OHX25CJD,LOA: Mnd R(CI) DF FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.316473792,NCIT
LBXTCD,2378-tcdd (fg/g),FG syndrome,http://purl.obolibrary.org/obo/MONDO_0002010,0.316300167,MONDO
OHX24CJS,LOA: Mnd L(CI) MF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.316170598,NCIT
OHX20CJD,LOA: Mnd L(2B) DF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.31592314,NCIT
OHX19CJD,LOA: Mnd L(1M) DF FGM-CEJ(mm),Loa,http://purl.obolibrary.org/obo/NCIT_C123425,0.315824736,NCIT
OHX18CJD,LOA: Mnd L(2M) DF FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.315723826,NCIT
OHX21CJD,LOA: Mnd L(1B) DF FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.315683597,NCIT
SSBR8,PDE154,GM12154,http://www.ebi.ac.uk/efo/EFO_0001139,0.314966804,EFO
OHX26CJS,LOA: Mnd R(LI) MF FGM-CEJ(mm),Loa loa,http://purl.obolibrary.org/obo/NCIT_C123512,0.314727033,NCIT
SS138,PCB138-158,CB1370,http://www.ebi.ac.uk/efo/EFO_0004079,0.314152209,EFO
LBD138LC,PCB138 & 158,CB1370,http://www.ebi.ac.uk/efo/EFO_0004079,0.314152209,EFO
