"Table","Table Name","Data Group","Year"
"DS2TOT_I","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day","DIETARY",2015
"DSQIDS_I","Dietary Supplement Use 30-Day - Individual Dietary Supplements","DIETARY",2015
"BPX_I","Blood Pressure","EXAMINATION",2015
"BMX_I","Body Measures","EXAMINATION",2015
"OHXDEN_I","Oral Health - Dentition","EXAMINATION",2015
"OHXREF_I","Oral Health - Recommendation of Care","EXAMINATION",2015
"FLXCLN_I","Fluorosis - Clinical","EXAMINATION",2015
"AUX_I","Audiometry","EXAMINATION",2015
"DXX_I","Dual-Energy X-ray Absorptiometry - Whole Body","EXAMINATION",2015
"AUXAR_I","Audiometry - Acoustic Reflex","EXAMINATION",2015
"AUXTYM_I","Audiometry - Tympanometry","EXAMINATION",2015
"AUXWBR_I","Audiometry – Wideband Reflectance","EXAMINATION",2015
"DXXAG_I","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements","EXAMINATION",2015
"UCPREG_I","Pregnancy Test - Urine","LABORATORY",2015
"FLDEW_I","Fluoride - Water","LABORATORY",2015
"FLDEP_I","Fluoride - Plasma","LABORATORY",2015
"UCFLOW_I","Urine Flow Rate","LABORATORY",2015
"HSV_I","Herpes Simplex Virus Type-1 & Type-2","LABORATORY",2015
"CHLMDA_I","Chlamydia - Urine","LABORATORY",2015
"TRICH_I","Trichomonas - Urine","LABORATORY",2015
"GHB_I","Glycohemoglobin","LABORATORY",2015
"CBC_I","Complete Blood Count with 5-Part Differential - Whole Blood","LABORATORY",2015
"ALB_CR_I","Albumin & Creatinine - Urine","LABORATORY",2015
"FASTQX_I","Fasting Questionnaire","LABORATORY",2015
"HEPA_I","Hepatitis A","LABORATORY",2015
"HEPB_S_I","Hepatitis B: Surface Antibody","LABORATORY",2015
"HEPBD_I","Hepatitis B: Core antibody, Surface antigen, and Hepatitis D antibody","LABORATORY",2015
"HEPE_I","Hepatitis E: IgG & IgM Antibodies","LABORATORY",2015
"BIOPRO_I","Standard Biochemistry Profile","LABORATORY",2015
"HDL_I","Cholesterol - High-Density Lipoprotein (HDL)","LABORATORY",2015
"TCHOL_I","Cholesterol - Total","LABORATORY",2015
"HEPC_I","Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype","LABORATORY",2015
"HSCRP_I","High-Sensitivity C-Reactive Protein (hs-CRP)","LABORATORY",2015
"CRCO_I","Chromium & Cobalt","LABORATORY",2015
"HIV_I","HIV Antibody Test","LABORATORY",2015
"UMS_I","Metals - Urine - Special Sample","LABORATORY",2015
"UTASS_I","Arsenic - Total - Urine - Special Sample","LABORATORY",2015
"UASS_I","Speciated Arsenics - Urine - Special Sample","LABORATORY",2015
"IHGEM_I","Mercury: Inorganic, Ethyl and Methyl - Blood","LABORATORY",2015
"PBCD_I","Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood","LABORATORY",2015
"GLU_I","Plasma Fasting Glucose","LABORATORY",2015
"INS_I","Insulin","LABORATORY",2015
"OGTT_I","Oral Glucose Tolerance Test","LABORATORY",2015
"ORHPV_I","Human Papillomavirus (HPV) - Oral Rinse","LABORATORY",2015
"SSMHHT_I","Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Su","LABORATORY",2015
"CUSEZN_I","Copper, Selenium & Zinc - Serum","LABORATORY",2015
"UAS_I","Speciated Arsenics - Urine","LABORATORY",2015
"UTAS_I","Arsenic - Total - Urine","LABORATORY",2015
"UM_I","Metals - Urine","LABORATORY",2015
"UIO_I","Iodine - Urine","LABORATORY",2015
"UHG_I","Mercury: Inorganic - Urine","LABORATORY",2015
"VOCWB_I","Volatile Organic Compounds and Trihalomethanes/MTBE - Blood","LABORATORY",2015
"VOCWBS_I","Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample","LABORATORY",2015
"PHTHTE_I","Phthalates and Plasticizers Metabolites - Urine","LABORATORY",2015
"UVOC_I","Volatile Organic Compound (VOC) Metabolites - Urine","LABORATORY",2015
"UVOCS_I","Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample","LABORATORY",2015
"PFAS_I","Perfluoroalkyl and Polyfluoroalkyl","LABORATORY",2015
"TRIGLY_I","Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides","LABORATORY",2015
"TST_I","Sex Steroid Hormone - Serum","LABORATORY",2015
"EPHPP_I","Personal Care and Consumer Product Chemicals and Metabolites","LABORATORY",2015
"UADM_I","Aromatic Diamines - Urine","LABORATORY",2015
"HPVSWC_I","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk","LABORATORY",2015
"HPVSWR_I","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array","LABORATORY",2015
"FOLFMS_I","Folate Forms - Total & Individual - Serum","LABORATORY",2015
"FOLATE_I","Folate - RBC","LABORATORY",2015
"SSNEON_I","Neonicotinoids - Urine - Surplus","LABORATORY",2015
"APOB_I","Apolipoprotein B","LABORATORY",2015
"FERTIN_I","Ferritin","LABORATORY",2015
"TFR_I","Transferrin Receptor","LABORATORY",2015
"SSDEET_I","DEET Metabolites - Urine - Surplus","LABORATORY",2015
"COT_I","Cotinine and Hydroxycotinine - Serum","LABORATORY",2015
"UCOT_I","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine","LABORATORY",2015
"UCOTS_I","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine - Special Sample","LABORATORY",2015
"DEET_I","DEET Metabolite - Urine","LABORATORY",2015
"PCBPOL_I","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples","LABORATORY",2015
"PSTPOL_I","Pesticides - Organochlorine Pesticides - Pooled Samples","LABORATORY",2015
"BFRPOL_I","Brominated Flame Retardants (BFRs) - Pooled Samples","LABORATORY",2015
"HPVP_I","Human Papillomavirus (HPV) DNA - Penile Swabs: Roche Linear Array","LABORATORY",2015
"POOLTF_I","Pooled-Sample Technical Support File","LABORATORY",2015
"PERNT_I","Perchlorate, Nitrate & Thiocyanate - Urine","LABORATORY",2015
"PERNTS_I","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample","LABORATORY",2015
"AMDGYD_I","Acrylamide & Glycidamide","LABORATORY",2015
"ETHOX_I","Ethylene Oxide","LABORATORY",2015
"FORMAL_I","Formaldehyde","LABORATORY",2015
"SSPT_I","Pertussis and tetanus – Serum (Surplus)","LABORATORY",2015
"SSCT_I","Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results","LABORATORY",2015
"SSFR_I","Flame Retardants - Urine (Surplus)","LABORATORY",2015
"PAH_I","Polycyclic Aromatic Hydrocarbons (PAH) - Urine","LABORATORY",2015
"PAHS_I","Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample","LABORATORY",2015
"OPD_I","Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine","LABORATORY",2015
"VID_I","Vitamin D","LABORATORY",2015
"SSKL_I","Klotho - Serum (Surplus)","LABORATORY",2015
"UFLDE_I","Fluoride - Urine","LABORATORY",2015
"SSGLYP_I","Glyphosate (GLYP) - Urine (Surplus)","LABORATORY",2015
"PFQ_I","Physical Functioning","QUESTIONNAIRE",2015
"CDQ_I","Cardiovascular Health","QUESTIONNAIRE",2015
"MCQ_I","Medical Conditions","QUESTIONNAIRE",2015
"BPQ_I","Blood Pressure & Cholesterol","QUESTIONNAIRE",2015
"HEQ_I","Hepatitis","QUESTIONNAIRE",2015
"DLQ_I","Disability","QUESTIONNAIRE",2015
"HIQ_I","Health Insurance","QUESTIONNAIRE",2015
"PAQ_I","Physical Activity","QUESTIONNAIRE",2015
"HUQ_I","Hospital Utilization & Access to Care","QUESTIONNAIRE",2015
"IMQ_I","Immunization","QUESTIONNAIRE",2015
"SMQSHS_I","Smoking - Secondhand Smoke Exposure","QUESTIONNAIRE",2015
"SMQRTU_I","Smoking - Recent Tobacco Use","QUESTIONNAIRE",2015
"SMQFAM_I","Smoking - Household Smokers","QUESTIONNAIRE",2015
"SMQ_I","Smoking - Cigarette Use","QUESTIONNAIRE",2015
"DIQ_I","Diabetes","QUESTIONNAIRE",2015
"OHQ_I","Oral Health","QUESTIONNAIRE",2015
"DEQ_I","Dermatology","QUESTIONNAIRE",2015
"HOQ_I","Housing Characteristics","QUESTIONNAIRE",2015
"DPQ_I","Mental Health - Depression Screener","QUESTIONNAIRE",2015
"HSQ_I","Current Health Status","QUESTIONNAIRE",2015
"SXQ_I","Sexual Behavior","QUESTIONNAIRE",2015
"INQ_I","Income","QUESTIONNAIRE",2015
"ACQ_I","Acculturation","QUESTIONNAIRE",2015
"ECQ_I","Early Childhood","QUESTIONNAIRE",2015
"OCQ_I","Occupation","QUESTIONNAIRE",2015
"PUQMEC_I","Pesticide Use","QUESTIONNAIRE",2015
"RHQ_I","Reproductive Health","QUESTIONNAIRE",2015
"WHQ_I","Weight History","QUESTIONNAIRE",2015
"WHQMEC_I","Weight History - Youth","QUESTIONNAIRE",2015
"SLQ_I","Sleep Disorders","QUESTIONNAIRE",2015
"AUQ_I","Audiometry","QUESTIONNAIRE",2015
"ALQ_I","Alcohol Use","QUESTIONNAIRE",2015
"KIQ_U_I","Kidney Conditions - Urology","QUESTIONNAIRE",2015
"DUQ_I","Drug Use","QUESTIONNAIRE",2015
"VTQ_I","Volatile Toxicant","QUESTIONNAIRE",2015
"RXQASA_I","Preventive Aspirin Use","QUESTIONNAIRE",2015
"CBQ_I","Consumer Behavior","QUESTIONNAIRE",2015
"DBQ_I","Diet Behavior & Nutrition","QUESTIONNAIRE",2015
"RXQ_RX_I","Prescription Medications","QUESTIONNAIRE",2015
"FSQ_I","Food Security","QUESTIONNAIRE",2015
"DEMO_J","Demographic Variables and Sample Weights","DEMOGRAPHICS",2017
"DR1TOT_J","Dietary Interview - Total Nutrient Intakes, First Day","DIETARY",2017
"DR2TOT_J","Dietary Interview - Total Nutrient Intakes, Second Day","DIETARY",2017
"DR1IFF_J","Dietary Interview - Individual Foods, First Day","DIETARY",2017
"DR2IFF_J","Dietary Interview - Individual Foods, Second Day","DIETARY",2017
"DS1IDS_J","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day","DIETARY",2017
"DSQTOT_J","Dietary Supplement Use 30-Day - Total Dietary Supplements","DIETARY",2017
"DS2IDS_J","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day","DIETARY",2017
"DS1TOT_J","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day","DIETARY",2017
"DS2TOT_J","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day","DIETARY",2017
"DSQIDS_J","Dietary Supplement Use 30-Day - Individual Dietary Supplements","DIETARY",2017
"BPX_J","Blood Pressure","EXAMINATION",2017
"BMX_J","Body Measures","EXAMINATION",2017
"OHXDEN_J","Oral Health - Dentition","EXAMINATION",2017
"OHXREF_J","Oral Health - Recommendation of Care","EXAMINATION",2017
"DXXFEM_J","Dual-Energy X-ray Absorptiometry - Femur","EXAMINATION",2017
"DXX_J","Dual-Energy X-ray Absorptiometry - Whole Body","EXAMINATION",2017
"DXXSPN_J","Dual-Energy X-ray Absorptiometry - Spine","EXAMINATION",2017
"LUX_J","Liver Ultrasound Transient Elastography","EXAMINATION",2017
"DXXAG_J","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements","EXAMINATION",2017
"BPXO_J","Blood Pressure - Oscillometric Measurements","EXAMINATION",2017
"AUX_J","Audiometry","EXAMINATION",2017
"AUXAR_J","Audiometry - Acoustic Reflex","EXAMINATION",2017
"AUXTYM_J","Audiometry - Tympanometry","EXAMINATION",2017
"AUXWBR_J","Audiometry - Wideband Reflectance","EXAMINATION",2017
"UCFLOW_J","Urine Flow Rate","LABORATORY",2017
"FASTQX_J","Fasting Questionnaire","LABORATORY",2017
"GHB_J","Glycohemoglobin","LABORATORY",2017
"ALB_CR_J","Albumin & Creatinine - Urine","LABORATORY",2017
"UCPREG_J","Urine Pregnancy Test","LABORATORY",2017
"HIV_J","HIV Antibody Test","LABORATORY",2017
"HEPA_J","Hepatitis A","LABORATORY",2017
"HEPB_S_J","Hepatitis B: Surface Antibody","LABORATORY",2017
"HEPBD_J","Hepatitis B: Core antibody, Surface antigen, and Hepatitis D antibody","LABORATORY",2017
"HEPC_J","Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype","LABORATORY",2017
"HEPE_J","Hepatitis E: IgG & IgM Antibodies","LABORATORY",2017
"CBC_J","Complete Blood Count with 5-Part Differential","LABORATORY",2017
"HSCRP_J","High-Sensitivity C-Reactive Protein","LABORATORY",2017
"TCHOL_J","Cholesterol - Total","LABORATORY",2017
"HDL_J","Cholesterol - High - Density Lipoprotein (HDL)","LABORATORY",2017
"BIOPRO_J","Standard Biochemistry Profile","LABORATORY",2017
"FETIB_J","Iron Status - Serum","LABORATORY",2017
"PBCD_J","Lead, Cadmium, Total Mercury, Selenium, & Manganese - Blood","LABORATORY",2017
"CRCO_J","Chromium & Cobalt","LABORATORY",2017
"IHGEM_J","Mercury: Inorganic, Ethyl and Methyl - Blood","LABORATORY",2017
"CMV_J","Cytomegalovirus IgG & IgM Antibodies - Serum","LABORATORY",2017
"GLU_J","Plasma Fasting Glucose","LABORATORY",2017
"COT_J","Cotinine and Hydroxycotinine - Serum","LABORATORY",2017
"INS_J","Insulin","LABORATORY",2017
"FERTIN_J","Ferritin","LABORATORY",2017
"VIC_J","Vitamin C","LABORATORY",2017
"TRIGLY_J","Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides","LABORATORY",2017
"FOLATE_J","Folate - RBC","LABORATORY",2017
"FOLFMS_J","Folate Forms - Total & Individual - Serum","LABORATORY",2017
"UAS_J","Arsenics - Speciated - Urine","LABORATORY",2017
"UTAS_J","Arsenic - Total - Urine","LABORATORY",2017
"UM_J","Metals - Urine","LABORATORY",2017
"UCM_J","Chromium - Urine","LABORATORY",2017
"UHG_J","Mercury: Inorganic - Urine","LABORATORY",2017
"UNI_J","Nickel - Urine","LABORATORY",2017
"UIO_J","Iodine - Urine","LABORATORY",2017
"VOCWB_J","Volatile Organic Compounds and Trihalomethanes/MTBE - Blood","LABORATORY",2017
"PFAS_J","Perfluoroalkyl and Polyfluoroalkyl Substances","LABORATORY",2017
"PHTHTE_J","Phthalates and Plasticizers Metabolites - Urine","LABORATORY",2017
"SSPFAS_J","Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus)","LABORATORY",2017
"TFR_J","Transferrin Receptor","LABORATORY",2017
"VITAEC_J","Vitamin A, Vitamin E & Carotenoids","LABORATORY",2017
"OPD_J","Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine","LABORATORY",2017
"FR_J","Flame Retardants - Urine","LABORATORY",2017
"UCOT_J","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine","LABORATORY",2017
"VID_J","Vitamin D","LABORATORY",2017
"PERNT_J","Perchlorate, Nitrate & Thiocyanate - Urine","LABORATORY",2017
"UVOC_J","Volatile Organic Compound (VOC) Metabolites - Urine","LABORATORY",2017
"SSUVOC_J","Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus)","LABORATORY",2017
"BPQ_J","Blood Pressure & Cholesterol","QUESTIONNAIRE",2017
"HUQ_J","Hospital Utilization & Access to Care","QUESTIONNAIRE",2017
"HEQ_J","Hepatitis","QUESTIONNAIRE",2017
"CDQ_J","Cardiovascular Health","QUESTIONNAIRE",2017
"PAQY_J","Physical Activity - Youth","QUESTIONNAIRE",2017
"PAQ_J","Physical Activity","QUESTIONNAIRE",2017
"IMQ_J","Immunization","QUESTIONNAIRE",2017
"HIQ_J","Health Insurance","QUESTIONNAIRE",2017
"DLQ_J","Disability","QUESTIONNAIRE",2017
"DIQ_J","Diabetes","QUESTIONNAIRE",2017
"PFQ_J","Physical Functioning","QUESTIONNAIRE",2017
"SMQRTU_J","Smoking - Recent Tobacco Use","QUESTIONNAIRE",2017
"SMQFAM_J","Smoking - Household Smokers","QUESTIONNAIRE",2017
"SMQSHS_J","Smoking - Secondhand Smoke Exposure","QUESTIONNAIRE",2017
"SMQ_J","Smoking - Cigarette Use","QUESTIONNAIRE",2017
"MCQ_J","Medical Conditions","QUESTIONNAIRE",2017
"OHQ_J","Oral Health","QUESTIONNAIRE",2017
"HSQ_J","Current Health Status","QUESTIONNAIRE",2017
"HOQ_J","Housing Characteristics","QUESTIONNAIRE",2017
"DEQ_J","Dermatology","QUESTIONNAIRE",2017
"INQ_J","Income","QUESTIONNAIRE",2017
"ACQ_J","Acculturation","QUESTIONNAIRE",2017
"RHQ_J","Reproductive Health","QUESTIONNAIRE",2017
"SLQ_J","Sleep Disorders","QUESTIONNAIRE",2017
"OCQ_J","Occupation","QUESTIONNAIRE",2017
"DPQ_J","Mental Health - Depression Screener","QUESTIONNAIRE",2017
"DUQ_J","Drug Use","QUESTIONNAIRE",2017
"ECQ_J","Early Childhood","QUESTIONNAIRE",2017
"OSQ_J","Osteoporosis","QUESTIONNAIRE",2017
"KIQ_U_J","Kidney Conditions - Urology","QUESTIONNAIRE",2017
"CBQ_J","Consumer Behavior","QUESTIONNAIRE",2017
"DBQ_J","Diet Behavior & Nutrition","QUESTIONNAIRE",2017
"RXQ_RX_J","Prescription Medications","QUESTIONNAIRE",2017
"WHQ_J","Weight History","QUESTIONNAIRE",2017
"WHQMEC_J","Weight History - Youth","QUESTIONNAIRE",2017
"RXQASA_J","Preventive Aspirin Use","QUESTIONNAIRE",2017
"AUQ_J","Audiometry","QUESTIONNAIRE",2017
"PUQMEC_J","Pesticide Use","QUESTIONNAIRE",2017
"ALQ_J","Alcohol Use","QUESTIONNAIRE",2017
"VTQ_J","Volatile Toxicant","QUESTIONNAIRE",2017
"CBQPFC_J","Consumer Behavior Phone Follow-up Module - Child","QUESTIONNAIRE",2017
"CBQPFA_J","Consumer Behavior Phone Follow-up Module - Adult","QUESTIONNAIRE",2017
"FSQ_J","Food Security","QUESTIONNAIRE",2017
