"Table"	"TableName"	"BeginYear"	"EndYear"	"DataGroup"	"UseConstraints"	"DocFile"	"DataFile"	"DatePublished"
"SSTERP_H"	"Terpenes – Serum (Surplus)"	"2013"	"2014"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSTERP_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSTERP_H.XPT"	"April 2023"
"DLQ_H"	"Disability"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DLQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DLQ_H.XPT"	"October 2015"
"DEQ_H"	"Dermatology"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DEQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DEQ_H.XPT"	"Updated August 2017"
"OSQ_H"	"Osteoporosis"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OSQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OSQ_H.XPT"	"October 2015"
"IMQ_H"	"Immunization"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/IMQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/IMQ_H.XPT"	"October 2015"
"SXQ_H"	"Sexual Behavior"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SXQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SXQ_H.XPT"	"October 2015"
"SXQY_H_R"	"Sexual Behavior - Youth"	"2013"	"2014"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SXQY_H_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SXQY_H_R.XPT"	
"CDQ_H"	"Cardiovascular Health"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CDQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CDQ_H.XPT"	"October 2015"
"BPQ_H"	"Blood Pressure & Cholesterol"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BPQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BPQ_H.XPT"	"October 2015"
"MCQ_H"	"Medical Conditions"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/MCQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/MCQ_H.XPT"	"October 2015"
"HIQ_H"	"Health Insurance"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HIQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HIQ_H.XPT"	"October 2015"
"HUQ_H"	"Hospital Utilization & Access to Care"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HUQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HUQ_H.XPT"	"October 2015"
"PAQ_H"	"Physical Activity"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PAQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PAQ_H.XPT"	"Updated March 2017"
"PFQ_H"	"Physical Functioning"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PFQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PFQ_H.XPT"	"Updated November 2016"
"HEQ_H"	"Hepatitis"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEQ_H.XPT"	"October 2015"
"ECQ_H"	"Early Childhood"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ECQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ECQ_H.XPT"	"October 2015"
"DIQ_H"	"Diabetes"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DIQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DIQ_H.XPT"	"October 2015"
"SMQFAM_H"	"Smoking - Household Smokers"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQFAM_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQFAM_H.XPT"	"October 2015"
"SMQ_H"	"Smoking - Cigarette Use"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQ_H.XPT"	"Updated September 2016"
"SMQRTU_H"	"Smoking - Recent Tobacco Use"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQRTU_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQRTU_H.XPT"	"Updated February 2018"
"HOQ_H"	"Housing Characteristics"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HOQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HOQ_H.XPT"	"October 2015"
"PUQMEC_H"	"Pesticide Use"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PUQMEC_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PUQMEC_H.XPT"	"October 2015"
"SMQSHS_H"	"Smoking - Secondhand Smoke Exposure"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQSHS_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQSHS_H.XPT"	"October 2015"
"INQ_H"	"Income"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/INQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/INQ_H.XPT"	"October 2015"
"CSQ_H"	"Taste & Smell"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CSQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CSQ_H.XPT"	"Updated March 2016"
"DBQ_H"	"Diet Behavior & Nutrition"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DBQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DBQ_H.XPT"	"November 2015"
"CBQ_H"	"Consumer Behavior"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CBQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CBQ_H.XPT"	"November 2015"
"HSQ_H"	"Current Health Status"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HSQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HSQ_H.XPT"	"December 2015"
"SLQ_H"	"Sleep Disorders"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SLQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SLQ_H.XPT"	"February 2016"
"RXQASA_H"	"Preventive Aspirin Use"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RXQASA_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RXQASA_H.XPT"	"December 2016"
"DUQ_H"	"Drug Use"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DUQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DUQ_H.XPT"	"March 2016"
"DUQY_H_R"	"Drug Use - Youth"	"2013"	"2014"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DUQY_H_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DUQY_H_R.XPT"	
"WHQMEC_H"	"Weight History - Youth"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/WHQMEC_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/WHQMEC_H.XPT"	"March 2016"
"ALQ_H"	"Alcohol Use"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ALQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ALQ_H.XPT"	"March 2016"
"ALQY_H_R"	"Alcohol Use - Youth"	"2013"	"2014"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ALQY_H_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ALQY_H_R.XPT"	
"DPQ_H"	"Mental Health - Depression Screener"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DPQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DPQ_H.XPT"	"March 2016"
"DPQY_H_R"	"Mental Health - Depression Screener - Youth"	"2013"	"2014"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DPQY_H_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DPQY_H_R.XPT"	
"ACQ_H"	"Acculturation"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ACQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ACQ_H.XPT"	"March 2016"
"WHQ_H"	"Weight History"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/WHQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/WHQ_H.XPT"	"March 2016"
"RHQ_H"	"Reproductive Health"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RHQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RHQ_H.XPT"	"Updated December 2017"
"RHQ_H_R"	"Reproductive Health - Pregnant Women"	"2013"	"2014"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RHQ_H_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RHQ_H_R.XPT"	
"FSQ_H"	"Food Security"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FSQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FSQ_H.XPT"	"May 2016"
"OHQ_H"	"Oral Health"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OHQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OHQ_H.XPT"	"August 2016"
"FSQ_H_R"	"Food Security - Pregnant Women"	"2013"	"2014"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FSQ_H_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FSQ_H_R.XPT"	
"OCQ_H"	"Occupation"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OCQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OCQ_H.XPT"	"Updated December 2019"
"RXQ_RX_H"	"Prescription Medications"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RXQ_RX_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RXQ_RX_H.XPT"	"December 2016"
"KIQ_U_H"	"Kidney Conditions - Urology"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/KIQ_U_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/KIQ_U_H.XPT"	"February 2017"
"CKQ_H"	"Creatine Kinase"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CKQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CKQ_H.XPT"	"February 2017"
"VTQ_H"	"Volatile Toxicant (Subsample)"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VTQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VTQ_H.XPT"	"February 2017"
"CFQ_H"	"Cognitive Functioning"	"2013"	"2014"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CFQ_H.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CFQ_H.XPT"	"March 2017"
"OCQ_H_R"	"Occupation"	"2013"	"2014"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OCQ_H_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OCQ_H_R.XPT"	
"DEMO_I"	"Demographic Variables and Sample Weights"	"2015"	"2016"	"Demographics"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DEMO_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DEMO_I.XPT"	"September 2017"
"DR1TOT_I"	"Dietary Interview - Total Nutrient Intakes, First Day"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DR1TOT_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DR1TOT_I.XPT"	"July 2018"
"DR2TOT_I"	"Dietary Interview - Total Nutrient Intakes, Second Day"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DR2TOT_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DR2TOT_I.XPT"	"July 2018"
"DR1IFF_I"	"Dietary Interview - Individual Foods, First Day"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DR1IFF_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DR1IFF_I.XPT"	"July 2018"
"DR2IFF_I"	"Dietary Interview - Individual Foods, Second Day"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DR2IFF_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DR2IFF_I.XPT"	"July 2018"
"DSQTOT_I"	"Dietary Supplement Use 30-Day - Total Dietary Supplements"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DSQTOT_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DSQTOT_I.XPT"	"September 2019"
"DS1IDS_I"	"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DS1IDS_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DS1IDS_I.XPT"	"September 2019"
"DS2IDS_I"	"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DS2IDS_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DS2IDS_I.XPT"	"September 2019"
"DS1TOT_I"	"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DS1TOT_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DS1TOT_I.XPT"	"September 2019"
"DS2TOT_I"	"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DS2TOT_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DS2TOT_I.XPT"	"September 2019"
"DSQIDS_I"	"Dietary Supplement Use 30-Day - Individual Dietary Supplements"	"2015"	"2016"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DSQIDS_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DSQIDS_I.XPT"	"September 2019"
"BPX_I"	"Blood Pressure"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BPX_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BPX_I.XPT"	"September 2017"
"BMX_I"	"Body Measures"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BMX_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BMX_I.XPT"	"September 2017"
"OHXDEN_I"	"Oral Health - Dentition"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OHXDEN_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OHXDEN_I.XPT"	"Updated April 2020"
"OHXREF_I"	"Oral Health - Recommendation of Care"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OHXREF_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OHXREF_I.XPT"	"April 2018"
"FLXCLN_I"	"Fluorosis - Clinical"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/FLXCLN_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/FLXCLN_I.XPT"	"April 2019"
"AUX_I"	"Audiometry"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUX_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUX_I.XPT"	"November 2019"
"DXX_I"	"Dual-Energy X-ray Absorptiometry - Whole Body"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DXX_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DXX_I.XPT"	"March 2020"
"AUXAR_I"	"Audiometry - Acoustic Reflex"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXAR_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXAR_I.XPT"	"December 2019"
"AUXTYM_I"	"Audiometry - Tympanometry"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXTYM_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXTYM_I.XPT"	"December 2019"
"AUXWBR_I"	"Audiometry – Wideband Reflectance"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXWBR_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXWBR_I.XPT"	"December 2019"
"DXXAG_I"	"Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements"	"2015"	"2016"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DXXAG_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DXXAG_I.XPT"	"October 2021"
"UCPREG_I"	"Pregnancy Test - Urine"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCPREG_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCPREG_I.XPT"	"September 2017"
"SSHC_I_R"	"Hepatitis C: Confirmed Antibody (INNO-LIA) - 2015"	"2015"	"2015"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2015/SSHC_I_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2015/SSHC_I_R.XPT"	
"FLDEW_I"	"Fluoride - Water"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/FLDEW_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/FLDEW_I.XPT"	"Updated November 2019"
"FLDEP_I"	"Fluoride - Plasma"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/FLDEP_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/FLDEP_I.XPT"	"Updated November 2019"
"UCFLOW_I"	"Urine Flow Rate"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCFLOW_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCFLOW_I.XPT"	"September 2017"
"HSV_I"	"Herpes Simplex Virus Type-1 & Type-2"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HSV_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HSV_I.XPT"	"December 2017"
"HSV_I_R"	"Herpes Simplex Virus Type-1 and Type-2 - Youth"	"2015"	"2016"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HSV_I_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HSV_I_R.XPT"	
"CHLMDA_I"	"Chlamydia - Urine"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CHLMDA_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CHLMDA_I.XPT"	"December 2017"
"CHLM_I_R"	"Chlamydia - Urine - Youth"	"2015"	"2016"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CHLM_I_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CHLM_I_R.XPT"	
"TRICH_I"	"Trichomonas - Urine"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TRICH_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TRICH_I.XPT"	"December 2017"
"TRIC_I_R"	"Trichomonas - Urine - Youth"	"2015"	"2016"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TRIC_I_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TRIC_I_R.XPT"	
"GHB_I"	"Glycohemoglobin"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/GHB_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/GHB_I.XPT"	"September 2017"
"CBC_I"	"Complete Blood Count with 5-Part Differential - Whole Blood"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CBC_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CBC_I.XPT"	"Updated January 2020"
"ALB_CR_I"	"Albumin & Creatinine - Urine"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/ALB_CR_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/ALB_CR_I.XPT"	"Updated June 2019"
"FASTQX_I"	"Fasting Questionnaire"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/FASTQX_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/FASTQX_I.XPT"	"September 2017"
"HEPA_I"	"Hepatitis A"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPA_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPA_I.XPT"	"September 2017"
"HEPB_S_I"	"Hepatitis B: Surface Antibody"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPB_S_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPB_S_I.XPT"	"September 2017"
"HEPBD_I"	"Hepatitis B: Core antibody, Surface antigen, and Hepatitis D antibody"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPBD_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPBD_I.XPT"	"September 2017"
"HEPE_I"	"Hepatitis E: IgG & IgM Antibodies"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPE_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPE_I.XPT"	"September 2017"
"BIOPRO_I"	"Standard Biochemistry Profile"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BIOPRO_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BIOPRO_I.XPT"	"September 2017"
"HDL_I"	"Cholesterol - High-Density Lipoprotein (HDL)"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HDL_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HDL_I.XPT"	"September 2017"
"TCHOL_I"	"Cholesterol - Total"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TCHOL_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TCHOL_I.XPT"	"September 2017"
"HEPC_I"	"Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype"	"2015"	"2016"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPC_I.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPC_I.XPT"	"Updated September 2017"
